num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-0.000554,2.82279,0.000254,2.82254
1,-0.000554,0.954578,0.00013,0.954448
2,-0.000554,0.955302,8.9e-05,0.955213
3,-0.000554,0.953684,8.8e-05,0.953596
4,-0.000554,0.957068,8.2e-05,0.956986
5,-0.000554,0.95297,8.5e-05,0.952885
6,-0.000554,0.95459,8.6e-05,0.954504
7,-0.000554,0.950196,8.1e-05,0.950115
8,-0.000554,0.955394,8.4e-05,0.95531
9,-0.000554,0.958802,8.6e-05,0.958716
10,-0.000554,0.963973,8.7e-05,0.963886
11,-0.000554,0.960482,8.6e-05,0.960396
12,-0.000554,0.952804,8.3e-05,0.952721
13,-0.000554,0.952864,8.1e-05,0.952783
14,-0.000554,0.952307,8.6e-05,0.952221
15,-0.000554,0.960078,8.6e-05,0.959992
16,-0.000554,0.954975,8.2e-05,0.954893
17,-0.000554,0.951313,8.7e-05,0.951226
18,-0.000554,0.949676,8.8e-05,0.949588
19,-0.000554,0.948979,8.7e-05,0.948892
20,-0.000554,0.941187,9.5e-05,0.941092
21,-0.000554,0.953996,8.6e-05,0.95391
22,-0.000554,0.954104,8.5e-05,0.954019
23,-0.000554,0.950543,8.6e-05,0.950457
24,-0.000554,0.957752,8.7e-05,0.957665
25,-0.000554,0.954754,8.5e-05,0.954669
26,-0.000554,0.953197,8.6e-05,0.953111
27,-0.000554,0.96172,8.6e-05,0.961634
28,-0.000554,0.959207,8.6e-05,0.959121
29,-0.000554,0.949802,8.9e-05,0.949713
