num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333333,0.895825,0.698326,0.197499
1,0.333333,0.75666,0.564039,0.192621
2,0.333333,0.753018,0.5633,0.189718
3,0.333333,0.752507,0.563255,0.189252
4,0.333333,0.752298,0.563221,0.189077
5,0.333333,0.752217,0.563056,0.189161
6,0.333333,0.7526,0.563473,0.189127
7,0.333333,0.75167,0.562712,0.188958
8,0.333333,0.752542,0.563409,0.189133
9,0.333333,0.751637,0.562639,0.188998
