num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333333,0.838914,0.697722,0.141192
1,0.333333,0.703709,0.562553,0.141156
2,0.333333,0.703377,0.561517,0.14186
3,0.333333,0.704297,0.562481,0.141816
4,0.333333,0.703967,0.562251,0.141716
5,0.333333,0.704526,0.562636,0.14189
6,0.333333,0.70431,0.562326,0.141984
7,0.333333,0.703983,0.562167,0.141816
8,0.333333,0.703827,0.562192,0.141635
9,0.333333,0.704193,0.562246,0.141947
