benchmark,exec_policy,prefetch,block_size_1d,block_size_2d,num_blocks_1d,block_size_str,total_iterations,size,num_gpu,num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec,speedup,baseline_time
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,13,9.616546,1.39865,0.88679,0.51186,0.9994823478096712,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,14,9.616546,1.40124,0.888231,0.513004,0.9972535000698984,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,15,9.616546,1.39934,0.888209,0.511133,1.0009039419287316,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,16,9.616546,1.39823,0.886328,0.511901,0.9994022956584538,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,17,9.616546,1.3988,0.886709,0.512095,0.9990236861321792,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,18,9.616546,1.40001,0.886795,0.513215,0.9968434955133,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,19,9.616546,1.39962,0.887715,0.5119,0.9994042479973787,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,20,9.616546,1.39817,0.888043,0.510127,1.002877782493101,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,21,9.616546,1.39943,0.887058,0.512374,0.9984796936414772,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,22,9.616546,1.40191,0.888776,0.513135,0.99699890779202,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,23,9.616546,1.39678,0.887109,0.509673,1.0037711131448168,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,24,9.616546,1.39983,0.886903,0.512924,0.9974090402279054,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,25,9.616546,1.40028,0.888115,0.512168,0.998881293930621,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,10000000,1,26,9.616546,1.39656,0.888054,0.508506,1.0060747258633296,0.512035
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,0,9.616546,2.22811,1.41982,0.808295,1.0054850622903844,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,1,9.616546,2.24843,1.43876,0.809668,1.0037800041794984,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,2,9.616546,2.26979,1.46719,0.802605,1.0126133632658734,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,3,9.616546,2.26149,1.45036,0.811122,1.0019806495496437,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,4,9.616546,2.27421,1.44678,0.827432,0.9822300182057332,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,5,9.616546,2.23636,1.42971,0.806654,1.007530550178895,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,6,9.616546,2.26095,1.42874,0.832214,0.9765860084353377,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,7,9.616546,2.2657,1.4465,0.819201,0.9920990677794659,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,8,9.616546,2.25557,1.44939,0.806181,1.0081216853585067,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,9,9.616546,2.25366,1.43037,0.823293,0.987168053686848,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,10,9.616546,2.25862,1.44994,0.80868,1.0050063664539821,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,11,9.616546,2.28371,1.47908,0.804632,1.0100624240945006,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,12,9.616546,2.26029,1.4517,0.808589,1.0051194716030099,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,13,9.616546,2.28104,1.4722,0.808847,1.0047988660698577,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,14,9.616546,2.25351,1.4426,0.810911,1.0022413660981366,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,15,9.616546,2.25619,1.4468,0.809393,1.0041210492603792,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,16,9.616546,2.2349,1.42641,0.808488,1.0052450357012177,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,17,9.616546,2.25508,1.44538,0.809696,1.003745292583891,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,18,9.616546,2.25479,1.44663,0.808163,1.0056492915711388,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,19,9.616546,2.22976,1.42104,0.808716,1.0049616285865572,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,20,9.616546,2.24098,1.41968,0.821303,0.9895599412445908,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,21,9.616546,2.25183,1.43982,0.812007,1.0008885987731708,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,22,9.616546,2.26151,1.42324,0.838267,0.9695342276673258,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,23,9.616546,2.27754,1.46604,0.811501,1.0015126887385304,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,24,9.616546,2.24295,1.43158,0.811375,1.0016682155895933,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,25,9.616546,2.2607,1.45504,0.805655,1.0087798728041237,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,16000000,1,26,9.616546,2.24351,1.43155,0.811961,1.0009453020822503,0.809668
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,0,9.616546,2.92572,1.85148,1.07424,0.996568992295681,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,1,9.616546,2.94093,1.84791,1.09302,0.9794461897163018,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,2,9.616546,2.96496,1.89166,1.0733,0.9974417910031794,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,3,9.616546,2.97276,1.86174,1.11101,0.963586533229865,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,4,9.616546,2.93922,1.86999,1.06924,1.0012291667761328,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,5,9.616546,2.94078,1.87423,1.06655,1.0037544177804252,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,6,9.616546,2.94041,1.87327,1.06715,1.0031900616442977,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,7,9.616546,2.94922,1.88675,1.06247,1.0076089435783715,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,8,9.616546,2.92665,1.86256,1.06409,1.0060749318983473,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,9,9.616546,2.94299,1.87629,1.06669,1.0036226778949016,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,10,9.616546,2.91854,1.86331,1.05523,1.0145222124880005,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,11,9.616546,2.93988,1.87044,1.06945,1.0010325627974308,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,12,9.616546,2.92603,1.85118,1.07485,0.9960034184153252,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,13,9.616546,2.93201,1.86899,1.06302,1.0070876129176425,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,14,9.616546,2.95643,1.89207,1.06437,1.0058102673729177,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,15,9.616546,2.92156,1.85806,1.0635,1.0066330740796545,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,16,9.616546,2.92146,1.85371,1.06776,1.0026169497674688,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,17,9.616546,2.95768,1.89157,1.06611,1.0041686826722502,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,18,9.616546,2.96075,1.88951,1.07124,0.9993598766697589,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,19,9.616546,2.96722,1.89707,1.07015,1.0003777734744779,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,20,9.616546,2.96097,1.89041,1.07056,0.9999946516624125,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,21,9.616546,2.95846,1.88916,1.0693,1.001172986330976,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,22,9.616546,2.92162,1.85219,1.06943,1.0010512836592504,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,23,9.616546,2.9218,1.85204,1.06975,1.0007518338711965,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,24,9.616546,2.96021,1.88926,1.07095,0.9996304909507562,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,25,9.616546,2.92219,1.85234,1.06986,1.0006489393787152,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,21000000,1,26,9.616546,2.92445,1.85151,1.07294,0.99777645933949,1.06943
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,0,9.616546,3.90722,2.48303,1.42419,1.0055554369616024,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,1,9.616546,3.90542,2.47453,1.43088,1.0008540183427992,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,2,9.616546,3.91311,2.48997,1.42314,1.006297340926644,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,3,9.616546,3.89461,2.47358,1.42103,1.007791529922904,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,4,9.616546,3.89234,2.46288,1.42946,1.0018482488256715,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,5,9.616546,3.92078,2.49336,1.42742,1.0032800421504144,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,6,9.616546,3.90002,2.47723,1.4228,1.0065378111936636,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,7,9.616546,3.90566,2.48557,1.42009,1.0084586172470367,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,8,9.616546,3.93895,2.48003,1.45892,0.9816179076072331,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,9,9.616546,3.90312,2.48108,1.42204,1.0070757487597708,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,10,9.616546,3.905,2.47903,1.42597,1.0043002291537302,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,11,9.616546,3.90117,2.46815,1.43301,0.9993663671337566,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,12,9.616546,3.91395,2.4805,1.43345,0.9990596098687394,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,13,9.616546,3.90837,2.47647,1.43191,1.00013408507961,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,14,9.616546,3.90802,2.47659,1.43143,1.0004694590488843,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,15,9.616546,3.90347,2.47471,1.42875,1.0023461051732945,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,16,9.616546,3.91461,2.48345,1.43117,1.0006512138783963,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,17,9.616546,3.91044,2.47909,1.43135,1.000525376578995,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,18,9.616546,4.01495,2.49249,1.52246,0.9406499991896959,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,19,9.616546,3.91566,2.4825,1.43316,0.9992617696323819,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,20,9.616546,3.92257,2.48115,1.44141,0.9935424325947124,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,21,9.616546,3.91175,2.49112,1.42063,1.008075288967813,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,22,9.616546,3.9051,2.47849,1.42661,1.0038496840526456,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,23,9.616546,3.90838,2.48625,1.42213,1.0070120156148485,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,24,9.616546,3.9046,2.48213,1.42246,1.0067783964163102,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,25,9.616546,3.90219,2.47382,1.42837,1.0026127668365652,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,28000000,1,26,9.616546,3.90561,2.4797,1.42591,1.0043424884925027,1.42837
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,0,9.616546,4.87096,3.08717,1.78379,0.9928692995004129,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,1,9.616546,4.89208,3.10776,1.78432,0.9925743856235663,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,2,9.616546,4.92699,3.13232,1.79467,0.986850132757466,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,3,9.616546,4.868,3.08971,1.77829,0.9959401041201613,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,4,9.616546,4.87386,3.09503,1.77883,0.9956377662597559,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,5,9.616546,4.92496,3.14068,1.78428,0.9925966371622399,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,6,9.616546,4.93416,3.15819,1.77597,0.9972411289356473,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,7,9.616546,4.94853,3.15838,1.79015,0.9893418583670875,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,8,9.616546,4.89804,3.13013,1.76791,1.0017876066970837,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,9,9.616546,4.90858,3.13203,1.77656,0.9969099426733922,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,10,9.616546,4.91944,3.13244,1.787,0.9910858017659998,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,11,9.616546,4.93479,3.17597,1.75882,1.0069650832693746,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,12,9.616546,4.89713,3.13664,1.76049,1.006009876656977,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,13,9.616546,4.92589,3.16635,1.75953,1.0065587558926767,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,14,9.616546,4.90013,3.15917,1.74096,1.0172952438630651,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,15,9.616546,4.92419,3.15664,1.76755,1.0019916425310975,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,16,9.616546,4.87818,3.11451,1.76367,1.004195982103138,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,17,9.616546,4.92117,3.16273,1.75844,1.0071826890629432,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,18,9.616546,4.89232,3.12286,1.76946,1.0009100673402291,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,19,9.616546,4.89513,3.10909,1.78604,0.9916185123266229,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,20,9.616546,4.88232,3.11047,1.77185,0.9995599671280535,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,21,9.616546,4.88175,3.11211,1.76964,1.000808259169007,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,22,9.616546,4.87696,3.11179,1.76516,1.0033483240929102,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,23,9.616546,4.88414,3.10967,1.77447,0.9980841196277433,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,24,9.616546,4.87437,3.11422,1.76015,1.0062042029121618,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,25,9.616546,4.87568,3.10988,1.7658,1.002984668567132,1.76964
b5m,sync,none,1024,8,64,"1024,8",30,35000000,1,26,9.616546,4.8492,3.10285,1.74635,1.0141554257484706,1.76964
b6m,default,none,32,8,64,"32,8",30,1000000,1,0,5.0,1.16335,0.052633,1.11072,1.5811682512456777,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,1,5.0,1.16078,0.052376,1.10841,1.584463510816033,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,2,5.0,1.16465,0.052094,1.11256,1.5785532465876888,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,3,5.0,1.15976,0.052183,1.10758,1.585650878513154,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,4,5.0,1.15843,0.052099,1.10633,1.5874424448614781,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,5,5.0,1.15893,0.05198,1.10695,1.5865533222129262,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,6,5.0,1.16186,0.051896,1.10996,1.5822508919452944,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,7,5.0,1.16035,0.051866,1.10849,1.5843491596889454,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,8,5.0,1.16897,0.052306,1.11666,1.5727573299156403,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,9,5.0,1.16522,0.052459,1.11276,1.5782695280416255,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,10,5.0,1.16448,0.052458,1.11202,1.579319796427761,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,11,5.0,1.17269,0.05227,1.12042,1.567479338126416,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,12,5.0,1.17039,0.052478,1.11791,1.570998738738896,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,13,5.0,1.1673,0.052255,1.11504,1.5750423303411527,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,14,5.0,1.16439,0.052071,1.11231,1.5789080382479697,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,15,5.0,1.16497,0.052091,1.11288,1.5780993458626256,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,16,5.0,1.16757,0.052704,1.11487,1.575282499326019,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,17,5.0,1.16946,0.052404,1.11705,1.5722082270476692,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,18,5.0,1.16758,0.052484,1.11509,1.5749717063408326,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,19,5.0,1.16934,0.052243,1.11709,1.5721519304833085,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,20,5.0,1.1659,0.052494,1.11341,1.5773481467057051,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,21,5.0,1.16498,0.052291,1.11269,1.5783688179309592,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,22,5.0,1.16944,0.052351,1.11709,1.5721519304833085,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,23,5.0,1.16629,0.052268,1.11402,1.576484443747508,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,24,5.0,1.1695,0.052147,1.11735,1.571786101063766,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,25,5.0,1.16579,0.052392,1.11339,1.5773764808589972,1.75483
b6m,default,none,32,8,64,"32,8",30,1000000,1,26,5.0,1.17064,0.052326,1.11831,1.5704368198653318,1.75483
b6m,default,none,32,8,64,"32,8",30,1200000,1,0,5.0,1.39363,0.063407,1.33022,1.5739856523302107,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,1,5.0,1.37981,0.063157,1.31665,1.5902078718282706,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,2,5.0,1.39852,0.063531,1.33499,1.5683617064118032,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,3,5.0,1.39315,0.063286,1.32987,1.5743998995711557,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,4,5.0,1.38705,0.063604,1.32344,1.5820492009027178,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,5,5.0,1.40336,0.063636,1.33973,1.5628128014172205,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,6,5.0,1.3947,0.06349,1.33121,1.5728151038849563,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,7,5.0,1.40712,0.063584,1.34353,1.558392588511379,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,8,5.0,1.39427,0.062821,1.33144,1.572543407470628,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,9,5.0,1.39554,0.062981,1.33256,1.5712217044205836,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,10,5.0,1.38755,0.062632,1.32492,1.5802819750948682,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,11,5.0,1.39472,0.06224,1.33248,1.571316038096401,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,12,5.0,1.39871,0.062579,1.33613,1.5670235639067251,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,13,5.0,1.39647,0.062568,1.3339,1.5696432974306116,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,14,5.0,1.39886,0.062661,1.3362,1.5669414716679333,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,15,5.0,1.40218,0.062426,1.33976,1.562777806803228,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,16,5.0,1.39513,0.062797,1.33233,1.5714929442725847,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,17,5.0,1.39276,0.062856,1.32991,1.574352545993859,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,18,5.0,1.3934,0.062601,1.3308,1.573299665195892,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,19,5.0,1.40118,0.062505,1.33868,1.5640386010418417,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,20,5.0,1.39755,0.06283,1.33472,1.568678969703528,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,21,5.0,1.40912,0.062919,1.3462,1.5553017340979742,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,22,5.0,1.40138,0.062635,1.33875,1.563956821245709,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,23,5.0,1.38673,0.062435,1.3243,1.5810218186533964,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,24,5.0,1.39349,0.062854,1.33063,1.573500668437276,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,25,5.0,1.401,0.06263,1.33837,1.564400871539778,2.09318
b6m,default,none,32,8,64,"32,8",30,1200000,1,26,5.0,1.39444,0.062662,1.33177,1.5721537460993213,2.09318
b6m,default,none,32,8,64,"32,8",30,1400000,1,0,5.0,1.62371,0.072284,1.55142,1.57137385487994,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,1,5.0,1.62071,0.072669,1.54804,1.5748048021613374,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,2,5.0,1.6281,0.07381,1.55429,1.5684723095032693,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,3,5.0,1.6193,0.073757,1.54554,1.5773521396649952,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,4,5.0,1.63543,0.074079,1.56135,1.5613801043570223,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,5,5.0,1.63487,0.073787,1.56108,1.5616501562622267,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,6,5.0,1.61544,0.073819,1.54162,1.5813629986234201,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,7,5.0,1.61587,0.074104,1.54177,1.5812091465898523,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,8,5.0,1.63838,0.073916,1.56446,1.5582762269011907,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,9,5.0,1.63268,0.073719,1.55896,1.5637738145544702,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,10,5.0,1.62957,0.074069,1.5555,1.5672522185392712,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,11,5.0,1.63945,0.074287,1.56516,1.5575793055903784,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,12,5.0,1.62321,0.072741,1.55047,1.572336663036264,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,13,5.0,1.6231,0.07278,1.55032,1.57248879324129,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,14,5.0,1.61078,0.072786,1.538,1.5850850623783073,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,15,5.0,1.6372,0.072936,1.56426,1.558475461839999,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,16,5.0,1.62873,0.073008,1.55572,1.5670305877264783,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,17,5.0,1.62497,0.072832,1.55214,1.5706449327624032,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,18,5.0,1.62222,0.072933,1.54929,1.5735342162783188,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,19,5.0,1.62152,0.073984,1.54754,1.5753136112396686,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,20,5.0,1.63279,0.073951,1.55883,1.5639042268482366,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,21,5.0,1.63726,0.074261,1.563,1.5597318144196013,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,22,5.0,1.6261,0.074016,1.55209,1.5706955305026364,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,23,5.0,1.63256,0.074283,1.55828,1.564456211937416,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,24,5.0,1.64279,0.073966,1.56882,1.5539455297215974,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,25,5.0,1.63789,0.074168,1.56372,1.5590136507417163,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,1,26,5.0,1.62976,0.074292,1.55546,1.5672925217863762,2.43635
b6m,default,none,32,8,64,"32,8",30,1600000,1,0,5.0,1.84452,0.085184,1.75934,1.5680843672990552,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,1,5.0,1.84279,0.085155,1.75764,1.5696010279487946,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,2,5.0,1.84297,0.085033,1.75793,1.5693420959673705,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,3,5.0,1.84458,0.08506,1.75952,1.5679239512843957,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,4,5.0,1.85075,0.084667,1.76608,1.562099990240487,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,5,5.0,1.85029,0.08469,1.7656,1.562524666268645,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,6,5.0,1.85522,0.084833,1.77039,1.5582970705685866,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,7,5.0,1.84771,0.085041,1.76267,1.5651219744841178,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,8,5.0,1.84656,0.084871,1.76169,1.565992626832144,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,9,5.0,1.84604,0.084721,1.76132,1.566321594465469,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,10,5.0,1.84811,0.08477,1.76334,1.5645272895550035,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,11,5.0,1.84316,0.084668,1.75849,1.5688423310703612,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,12,5.0,1.8423,0.084896,1.7574,1.569815381110686,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,1,13,5.0,1.84361,0.08459,1.75902,1.5683696323884435,2.76032
