num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,nan,3.47619,0.000244,3.47594
1,nan,2.40165,0.000126,2.40153
2,nan,2.44642,8.6e-05,2.44634
3,nan,2.62378,8.7e-05,2.6237
4,916394.750000,2.26025,8.5e-05,2.26017
5,nan,2.43669,8.4e-05,2.43661
6,nan,2.88664,9e-05,2.88655
7,nan,2.58923,8.6e-05,2.58914
8,nan,2.66777,9.1e-05,2.66768
9,nan,2.56033,8.5e-05,2.56024
10,nan,2.45459,9e-05,2.4545
11,nan,2.60995,0.000155,2.6098
12,nan,2.5685,8.9e-05,2.56841
13,nan,2.49276,9.1e-05,2.49267
14,nan,2.3707,8.9e-05,2.37061
15,-344.640411,2.63026,0.000137,2.63012
16,-1504959.750000,2.32384,0.000147,2.32369
17,nan,2.49461,0.000193,2.49442
18,nan,2.4207,9.1e-05,2.42061
19,nan,2.79161,8.8e-05,2.79152
20,nan,2.96916,8.8e-05,2.96907
21,nan,2.34114,8.6e-05,2.34106
22,nan,2.60574,0.000111,2.60563
23,nan,2.40361,8.9e-05,2.40352
24,nan,2.40614,8.8e-05,2.40605
25,nan,2.40358,8.4e-05,2.4035
26,nan,2.5879,8.2e-05,2.58781
27,nan,2.42892,8.8e-05,2.42883
28,nan,2.57062,9e-05,2.57053
29,nan,2.50475,8.2e-05,2.50466
