num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,1.57458,0.034335,1.54024
1,5,0.633383,0.083686,0.549697
2,5,0.639563,0.083772,0.555791
3,5,0.638325,0.083401,0.554924
4,5,0.644612,0.085099,0.559513
5,5,0.64123,0.083341,0.557889
6,5,0.625709,0.085204,0.540505
7,5,0.638326,0.08483,0.553496
8,5,0.639848,0.08486,0.554988
9,5,0.643323,0.085249,0.558074
10,5,0.642064,0.084868,0.557196
11,5,0.636148,0.084917,0.551231
12,5,0.630899,0.084879,0.54602
13,5,0.636017,0.084714,0.551303
14,5,0.624145,0.083688,0.540457
15,5,0.640549,0.083816,0.556733
16,5,0.640723,0.084024,0.556699
17,5,0.627887,0.083592,0.544295
18,5,0.637464,0.083893,0.553571
19,5,0.645088,0.083762,0.561326
20,5,0.635941,0.084628,0.551313
21,5,0.634752,0.084714,0.550038
22,5,0.642424,0.084899,0.557525
23,5,0.638332,0.085642,0.55269
24,5,0.639123,0.084623,0.5545
25,5,0.642057,0.085034,0.557023
26,5,0.641865,0.084627,0.557238
27,5,0.641805,0.083613,0.558192
28,5,0.642029,0.083832,0.558197
29,5,0.639803,0.084438,0.555365
