num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,2.18729,1.78354,0.403758
1,-4.934799,3.24848,2.88566,0.36281
2,-4.934800,3.24217,2.87986,0.362314
3,-4.934800,3.24697,2.88526,0.361705
4,-4.934800,3.24661,2.88524,0.361366
5,-4.934800,3.24962,2.88569,0.363927
6,-4.934800,3.23826,2.8774,0.36086
7,-4.934800,3.24196,2.8789,0.363063
8,-4.934800,3.26971,2.9069,0.362809
9,-4.934801,3.24235,2.88037,0.361978
10,-4.934800,3.24613,2.88402,0.362109
11,-4.934800,3.24036,2.87936,0.361002
12,-4.934800,3.25629,2.89472,0.361572
13,-4.934800,3.24873,2.88591,0.362825
14,-4.934800,3.24008,2.87754,0.362541
15,-4.934801,3.27653,2.91448,0.362056
16,-4.934799,3.2399,2.87674,0.363167
17,-4.934800,3.24332,2.88215,0.361166
18,-4.934800,3.24779,2.88538,0.362412
19,-4.934800,3.23911,2.87758,0.361531
20,-4.934800,3.24051,2.8802,0.360313
21,-4.934800,3.24289,2.8811,0.361795
22,-4.934800,3.24816,2.88705,0.361113
23,-4.934800,3.24183,2.87893,0.362902
24,-4.934800,3.24356,2.8803,0.363262
25,-4.934800,3.24201,2.87857,0.363442
26,-4.934800,3.24545,2.88284,0.362609
27,-4.934800,3.27284,2.91137,0.361475
28,-4.934800,3.24619,2.88424,0.361958
29,-4.934800,3.24679,2.8854,0.361384
