benchmark,size,number_GPU,exec_policy,dependency_policy,new_stream_policy,parent_stream_policy,choose_device_heuristic,prefetcher,force_stream_attach,kernel_timing,realloc,reinit,num_blocks,block_size_1d,block_size_2d,block_size_str,total_iterations,cpu_validation,random_init,num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec,speedup,baseline_time
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,0,-0.0003489802766125649,15.835194163,15.835194163,0.713166257,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,1,-0.0003489806258585304,15.687318109,15.687318109,0.709307157,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,2,-0.00034898059675469995,15.697735554,15.697735554,0.759940677,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,3,-0.0003489804803393781,15.629089193,15.629089193,0.711642622,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,4,-0.0003489806258585304,15.607781585,15.607781585,0.711321471,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,5,-0.00034898053854703903,15.682464175,15.682464175,0.726969739,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,6,-0.0003489804803393781,15.601915309,15.601915309,0.707643014,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,7,-0.00034898033482022583,15.71766343,15.71766343,0.711873258,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,8,-0.0003489806840661913,15.846629869,15.846629869,0.712688373,,
,18000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,9,-0.00034898065496236086,15.678015274,15.678015274,0.705330488,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,-5,-0.0007080848445184529,19.505510036,19.505510036,0.935877353,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,-5,49791.4501953125,12.147636065,12.147636065,0.290350582,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,-5,0.0,1.158510126,1.158510126,1.142916072,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,-5,0.0,0.917571217,0.917571217,0.912091873,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,-4,-0.0007080844370648265,19.337873119,19.337873119,0.862972139,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,-4,49791.4501953125,12.012454747,12.012454747,0.268588087,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,-4,0.0,1.157256025,1.157256025,1.142719834,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,-4,0.0,0.910390779,0.910390779,0.904320153,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,-3,-0.0007080847281031311,19.257010858,19.257010858,0.866249947,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,-3,49791.4501953125,12.120978301,12.120978301,0.269876504,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,-3,0.0,1.159365026,1.159365026,1.140811795,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,-3,0.0,0.913867447,0.913867447,0.90972845,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,-2,-0.0007080846116878092,19.323484626,19.323484626,0.85931376,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,-2,49791.4501953125,11.941908797,11.941908797,0.265987588,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,-2,0.0,1.157444472,1.157444472,1.143305226,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,-2,0.0,0.912807622,0.912807622,0.908865551,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,-1,-0.0007080846698954701,19.403831195,19.403831195,0.884764333,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,-1,49791.4501953125,11.99580485,11.99580485,0.280958191,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,-1,0.0,1.15368014,1.15368014,1.141905428,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,-1,0.0,0.911630532,0.911630532,0.907814919,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,0,-0.0007080852519720793,19.371902421,19.371902421,0.863994006,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,0,49791.4501953125,11.944462122,11.944462122,0.269083326,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,0,0.0,1.154123588,1.154123588,1.143151823,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,0,0.0,0.906697843,0.906697843,0.903311021,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,1,-0.0007080849027261138,19.390193953,19.390193953,0.872077029,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,1,49791.4501953125,11.932672951,11.932672951,0.266374144,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,1,0.0,1.149548272,1.149548272,1.139175216,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,1,0.0,0.912914387,0.912914387,0.909739795,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,2,-0.000708084786310792,19.317114084,19.317114084,0.86597994,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,2,49791.4501953125,12.099873756,12.099873756,0.266809259,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,2,0.0,1.151655312,1.151655312,1.141408316,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,2,0.0,0.920762559,0.920762559,0.913644118,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,3,-0.0007080849609337747,19.46758676,19.46758676,0.865911094,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,3,49791.4501953125,11.95287375,11.95287375,0.277435627,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,3,0.0,1.152859765,1.152859765,1.141147494,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,3,0.0,0.913550871,0.913550871,0.91051346,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,4,-0.0007080845534801483,19.348791258,19.348791258,0.862947893,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,4,49791.4501953125,11.992623089,11.992623089,0.267581682,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,4,0.0,1.151047704,1.151047704,1.140787489,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,4,0.0,0.911896886,0.911896886,0.909335599,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,5,-0.0007080850773490965,19.34295143,19.34295143,0.865021931,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,5,49791.4501953125,11.980536419,11.980536419,0.278455031,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,5,0.0,1.151347894,1.151347894,1.140561201,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,5,0.0,0.903774949,0.903774949,0.90122579,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,6,-0.0007080849027261138,19.331266296,19.331266296,0.847034762,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,6,49791.4501953125,12.012691354,12.012691354,0.265317532,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,6,0.0,1.150166196,1.150166196,1.140067191,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,6,0.0,0.907032542,0.907032542,0.904573644,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,7,-0.0007080845534801483,19.537735032,19.537735032,0.862809172,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,7,49791.4501953125,12.005389504,12.005389504,0.272534319,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,7,0.0,1.153712668,1.153712668,1.143740633,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,7,0.0,0.905369183,0.905369183,0.902931179,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,8,-0.0007080848445184529,19.479943011,19.479943011,0.853520512,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,256,16,"256,16",20,False,False,8,49791.4501953125,12.019810554,12.019810554,0.268344198,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,32,32,16,"32,16",20,False,False,8,0.0,1.150534436,1.150534436,1.137581264,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,64,32,8,"32,8",20,False,False,8,0.0,0.904717242,0.904717242,0.902331874,,
,20000,1,SYNC,default,always_new,data_aware,data_locality,none,False,False,False,False,640,32,8,"32,8",20,False,False,9,-0.000708084786310792,19.395357993,19.395357993,0.85986119,,
