num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.109885,0.032652,0.077233
1,0.333089,0.231831,0.154683,0.077148
2,0.333089,0.238337,0.155742,0.082595
3,0.333089,0.210056,0.154514,0.055542
4,0.333089,0.213124,0.080153,0.132971
5,0.333089,0.165845,0.054679,0.111166
6,0.333089,0.213829,0.058348,0.155481
7,0.333089,0.238768,0.152426,0.086342
8,0.333089,0.232917,0.153287,0.07963
9,0.333089,0.236178,0.153534,0.082644
10,0.333089,0.239227,0.155487,0.08374
11,0.333089,0.233082,0.153994,0.079088
12,0.333089,0.234829,0.154005,0.080824
13,0.333089,0.237842,0.155539,0.082303
14,0.333089,0.238055,0.151725,0.08633
15,0.333089,0.236727,0.156429,0.080298
16,0.333089,0.234596,0.151372,0.083224
17,0.333089,0.234086,0.151677,0.082409
18,0.333089,0.240574,0.154627,0.085947
19,0.333089,0.209524,0.15222,0.057304
