num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.122828,0.032752,0.090076
1,0.333089,0.233848,0.161305,0.072543
2,0.333089,0.242703,0.142825,0.099878
3,0.333089,0.267386,0.157374,0.110012
4,0.333089,0.234234,0.159818,0.074416
5,0.333089,0.231358,0.150171,0.081187
6,0.333089,0.216653,0.158682,0.057971
7,0.333089,0.264539,0.083283,0.181256
8,0.333089,0.243957,0.139772,0.104185
9,0.333089,0.255164,0.168323,0.086841
10,0.333089,0.257558,0.157754,0.099804
11,0.333089,0.276159,0.167375,0.108784
12,0.333089,0.278889,0.164008,0.114881
13,0.333089,0.269463,0.155754,0.113709
14,0.333089,0.235079,0.159654,0.075425
15,0.333089,0.248091,0.143898,0.104193
16,0.333089,0.239102,0.156666,0.082436
17,0.333089,0.225614,0.155916,0.069698
18,0.333089,0.253181,0.151273,0.101908
19,0.333089,0.283467,0.170861,0.112606
