num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333211,0.730199,0.126999,0.6032
1,0.333211,0.713846,0.113859,0.599987
2,0.333211,0.71364,0.113836,0.599804
3,0.333211,0.709432,0.113889,0.595543
4,0.333211,0.712468,0.11383,0.598638
5,0.333211,0.713596,0.114009,0.599587
6,0.333211,0.712492,0.114045,0.598447
7,0.333211,0.711236,0.114009,0.597227
8,0.333211,0.713578,0.113936,0.599642
9,0.333211,0.714442,0.114117,0.600325
10,0.333211,0.713254,0.113975,0.599279
11,0.333211,0.711877,0.113898,0.597979
12,0.333211,0.713557,0.113883,0.599674
13,0.333211,0.711226,0.114019,0.597207
14,0.333211,0.715684,0.114106,0.601578
15,0.333211,0.713215,0.113986,0.599229
16,0.333211,0.712871,0.113983,0.598888
17,0.333211,0.714125,0.113943,0.600182
18,0.333211,0.71273,0.113945,0.598785
19,0.333211,0.7102,0.114002,0.596198
