num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.163895,0.03433,0.129565
1,0.333089,0.280559,0.149215,0.131344
2,0.333089,0.292733,0.157972,0.134761
3,0.333089,0.288553,0.151605,0.136948
4,0.333089,0.289188,0.151665,0.137523
5,0.333089,0.296822,0.161465,0.135357
6,0.333089,0.285112,0.154216,0.130896
7,0.333089,0.285583,0.157172,0.128411
8,0.333089,0.301542,0.164651,0.136891
9,0.333089,0.299567,0.162645,0.136922
10,0.333089,0.294653,0.15631,0.138343
11,0.333089,0.28687,0.149833,0.137037
12,0.333089,0.289219,0.155326,0.133893
13,0.333089,0.29056,0.152696,0.137864
14,0.333089,0.290607,0.152784,0.137823
15,0.333089,0.2925,0.159031,0.133469
16,0.333089,0.296652,0.162649,0.134003
17,0.333089,0.289785,0.153251,0.136534
18,0.333089,0.287053,0.15154,0.135513
19,0.333089,0.294426,0.156289,0.138137
