num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.13827,0.032717,0.105553
1,0.333089,0.287814,0.156696,0.131118
2,0.333089,0.293677,0.151649,0.142028
3,0.333089,0.305456,0.149724,0.155732
4,0.333089,0.302526,0.148125,0.154401
5,0.333089,0.297625,0.144266,0.153359
6,0.333089,0.295672,0.148528,0.147144
7,0.333089,0.297714,0.146641,0.151073
8,0.333089,0.299602,0.148769,0.150833
9,0.333089,0.284977,0.146595,0.138382
10,0.333089,0.287894,0.148282,0.139612
11,0.333089,0.298924,0.153286,0.145638
12,0.333089,0.315131,0.152677,0.162454
13,0.333089,0.283056,0.145068,0.137988
14,0.333089,0.283529,0.149217,0.134312
15,0.333089,0.298388,0.152141,0.146247
16,0.333089,0.291506,0.148466,0.14304
17,0.333089,0.300283,0.145855,0.154428
18,0.333089,0.288225,0.152354,0.135871
19,0.333089,0.290955,0.14868,0.142275
