num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.119322,0.0381,0.081222
1,0.333089,0.113216,0.033952,0.079264
2,0.333089,0.113097,0.033904,0.079193
3,0.333089,0.113075,0.033959,0.079116
4,0.333089,0.113175,0.033845,0.07933
5,0.333089,0.112851,0.033817,0.079034
6,0.333089,0.113418,0.033994,0.079424
7,0.333089,0.113112,0.034088,0.079024
8,0.333089,0.113539,0.03411,0.079429
9,0.333089,0.113448,0.034091,0.079357
10,0.333089,0.113293,0.033928,0.079365
11,0.333089,0.113578,0.033861,0.079717
12,0.333089,0.113283,0.033912,0.079371
13,0.333089,0.113053,0.033902,0.079151
14,0.333089,0.112969,0.033874,0.079095
15,0.333089,0.113157,0.033954,0.079203
16,0.333089,0.113037,0.033923,0.079114
17,0.333089,0.1134,0.033872,0.079528
18,0.333089,0.113359,0.033994,0.079365
19,0.333089,0.113057,0.033901,0.079156
