num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,3.33135,1.21413,2.11722
1,9.616546,3.95853,2.53638,1.42216
2,9.616546,3.94497,2.52581,1.41916
3,9.616546,3.90722,2.48303,1.42419
4,9.616546,3.90542,2.47453,1.43088
5,9.616546,3.91311,2.48997,1.42314
6,9.616546,3.89461,2.47358,1.42103
7,9.616546,3.89234,2.46288,1.42946
8,9.616546,3.92078,2.49336,1.42742
9,9.616546,3.90002,2.47723,1.4228
10,9.616546,3.90566,2.48557,1.42009
11,9.616546,3.93895,2.48003,1.45892
12,9.616546,3.90312,2.48108,1.42204
13,9.616546,3.905,2.47903,1.42597
14,9.616546,3.90117,2.46815,1.43301
15,9.616546,3.91395,2.4805,1.43345
16,9.616546,3.90837,2.47647,1.43191
17,9.616546,3.90802,2.47659,1.43143
18,9.616546,3.90347,2.47471,1.42875
19,9.616546,3.91461,2.48345,1.43117
20,9.616546,3.91044,2.47909,1.43135
21,9.616546,4.01495,2.49249,1.52246
22,9.616546,3.91566,2.4825,1.43316
23,9.616546,3.92257,2.48115,1.44141
24,9.616546,3.91175,2.49112,1.42063
25,9.616546,3.9051,2.47849,1.42661
26,9.616546,3.90838,2.48625,1.42213
27,9.616546,3.9046,2.48213,1.42246
28,9.616546,3.90219,2.47382,1.42837
29,9.616546,3.90561,2.4797,1.42591
