num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000200,4.18961,2.6206,1.569
1,0.000200,3.48117,2.1122,1.36898
2,0.000200,3.47856,2.11257,1.36598
3,0.000200,3.48962,2.11297,1.37665
4,0.000200,3.49801,2.11142,1.38659
5,0.000200,3.49738,2.11307,1.38431
6,0.000200,3.47936,2.10778,1.37158
7,0.000200,3.48118,2.1065,1.37468
8,0.000200,3.47389,2.10691,1.36698
9,0.000200,3.48524,2.10707,1.37816
10,0.000200,3.48543,2.10627,1.37916
11,0.000200,3.47946,2.10653,1.37293
12,0.000200,3.48841,2.10768,1.38073
13,0.000200,3.48492,2.1114,1.37352
14,0.000200,3.48507,2.11242,1.37264
15,0.000200,3.47909,2.11281,1.36628
16,0.000200,3.49595,2.11277,1.38318
17,0.000200,3.48325,2.11145,1.3718
18,0.000200,3.4811,2.11194,1.36917
19,0.000200,3.49169,2.11202,1.37967
20,0.000200,3.49158,2.112,1.37958
21,0.000200,3.47974,2.11174,1.368
22,0.000200,3.4857,2.1128,1.37289
23,0.000200,3.50239,2.11677,1.38561
24,0.000200,3.48814,2.11145,1.37669
25,0.000200,3.48176,2.1131,1.36865
26,0.000200,3.48084,2.11163,1.36922
27,0.000200,3.47745,2.112,1.36545
28,0.000200,3.48376,2.11312,1.37064
29,0.000200,3.49769,2.11271,1.38498
