num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,1.19956,0.574457,0.625103
1,-4.934800,1.33875,0.92801,0.410738
2,-4.934800,1.33336,0.918529,0.414832
3,-4.934800,1.3249,0.918116,0.406789
4,-4.934800,1.32642,0.920122,0.406299
5,-4.934800,1.3271,0.920175,0.406928
6,-4.934800,1.32681,0.920324,0.406481
7,-4.934800,1.33055,0.918416,0.412134
8,-4.934800,1.33169,0.917887,0.413798
9,-4.934800,1.33243,0.918146,0.41428
10,-4.934800,1.32364,0.917849,0.405787
11,-4.934800,1.32986,0.917339,0.412521
12,-4.934800,1.32394,0.917914,0.406023
13,-4.934800,1.33381,0.920418,0.413391
14,-4.934800,1.33469,0.920671,0.414017
15,-4.934800,1.33414,0.920064,0.414081
16,-4.934800,1.33245,0.919624,0.41283
17,-4.934801,1.33191,0.917847,0.41406
18,-4.934800,1.3245,0.917749,0.406752
19,-4.934800,1.32668,0.919452,0.407227
20,-4.934800,1.33337,0.920425,0.412946
21,-4.934800,1.33415,0.920749,0.413405
22,-4.934800,1.33405,0.92023,0.413822
23,-4.934800,1.33233,0.917683,0.414649
24,-4.934800,1.33114,0.918246,0.412897
25,-4.934800,1.33137,0.918482,0.412889
26,-4.934800,1.3244,0.918494,0.405904
27,-4.934800,1.32519,0.918553,0.406637
28,-4.934800,1.32984,0.917815,0.412024
29,-4.934800,1.3519,0.923241,0.428657
