num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,1.86633,0.667686,1.19864
1,9.616546,2.24746,1.43588,0.811579
2,9.616546,2.22725,1.41676,0.810488
3,9.616546,2.22811,1.41982,0.808295
4,9.616546,2.24843,1.43876,0.809668
5,9.616546,2.26979,1.46719,0.802605
6,9.616546,2.26149,1.45036,0.811122
7,9.616546,2.27421,1.44678,0.827432
8,9.616546,2.23636,1.42971,0.806654
9,9.616546,2.26095,1.42874,0.832214
10,9.616546,2.2657,1.4465,0.819201
11,9.616546,2.25557,1.44939,0.806181
12,9.616546,2.25366,1.43037,0.823293
13,9.616546,2.25862,1.44994,0.80868
14,9.616546,2.28371,1.47908,0.804632
15,9.616546,2.26029,1.4517,0.808589
16,9.616546,2.28104,1.4722,0.808847
17,9.616546,2.25351,1.4426,0.810911
18,9.616546,2.25619,1.4468,0.809393
19,9.616546,2.2349,1.42641,0.808488
20,9.616546,2.25508,1.44538,0.809696
21,9.616546,2.25479,1.44663,0.808163
22,9.616546,2.22976,1.42104,0.808716
23,9.616546,2.24098,1.41968,0.821303
24,9.616546,2.25183,1.43982,0.812007
25,9.616546,2.26151,1.42324,0.838267
26,9.616546,2.27754,1.46604,0.811501
27,9.616546,2.24295,1.43158,0.811375
28,9.616546,2.2607,1.45504,0.805655
29,9.616546,2.24351,1.43155,0.811961
