num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,4.17807,1.49045,2.68762
1,9.616546,4.87416,3.086,1.78815
2,9.616546,4.85584,3.08861,1.76723
3,9.616546,4.87096,3.08717,1.78379
4,9.616546,4.89208,3.10776,1.78432
5,9.616546,4.92699,3.13232,1.79467
6,9.616546,4.868,3.08971,1.77829
7,9.616546,4.87386,3.09503,1.77883
8,9.616546,4.92496,3.14068,1.78428
9,9.616546,4.93416,3.15819,1.77597
10,9.616546,4.94853,3.15838,1.79015
11,9.616546,4.89804,3.13013,1.76791
12,9.616546,4.90858,3.13203,1.77656
13,9.616546,4.91944,3.13244,1.787
14,9.616546,4.93479,3.17597,1.75882
15,9.616546,4.89713,3.13664,1.76049
16,9.616546,4.92589,3.16635,1.75953
17,9.616546,4.90013,3.15917,1.74096
18,9.616546,4.92419,3.15664,1.76755
19,9.616546,4.87818,3.11451,1.76367
20,9.616546,4.92117,3.16273,1.75844
21,9.616546,4.89232,3.12286,1.76946
22,9.616546,4.89513,3.10909,1.78604
23,9.616546,4.88232,3.11047,1.77185
24,9.616546,4.88175,3.11211,1.76964
25,9.616546,4.87696,3.11179,1.76516
26,9.616546,4.88414,3.10967,1.77447
27,9.616546,4.87437,3.11422,1.76015
28,9.616546,4.87568,3.10988,1.7658
29,9.616546,4.8492,3.10285,1.74635
