num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,4.06683,0.034165,4.03266
1,5,1.81775,0.084874,1.73288
2,5,1.84275,0.084675,1.75808
3,5,1.84452,0.085184,1.75934
4,5,1.84279,0.085155,1.75764
5,5,1.84297,0.085033,1.75793
6,5,1.84458,0.08506,1.75952
7,5,1.85075,0.084667,1.76608
8,5,1.85029,0.08469,1.7656
9,5,1.85522,0.084833,1.77039
10,5,1.84771,0.085041,1.76267
11,5,1.84656,0.084871,1.76169
12,5,1.84604,0.084721,1.76132
13,5,1.84811,0.08477,1.76334
14,5,1.84316,0.084668,1.75849
15,5,1.8423,0.084896,1.7574
16,5,1.84361,0.08459,1.75902
17,5,1.85115,0.085044,1.7661
18,5,1.83518,0.084849,1.75033
19,5,1.85346,0.084941,1.76852
20,5,1.85891,0.084857,1.77406
21,5,1.85968,0.084825,1.77485
22,5,1.84741,0.085245,1.76217
23,5,1.84549,0.084641,1.76085
24,5,1.84799,0.084793,1.76319
25,5,1.86112,0.085,1.77612
26,5,1.84564,0.085529,1.76011
27,5,1.8584,0.08542,1.77298
28,5,1.84823,0.085283,1.76295
29,5,1.85478,0.085538,1.76924
