num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000160,6.57694,4.16986,2.40708
1,0.000160,5.41866,3.31142,2.10724
2,0.000160,5.41559,3.31162,2.10397
3,0.000160,5.42078,3.31067,2.11011
4,0.000160,5.41482,3.31133,2.1035
5,0.000160,5.42165,3.31078,2.11087
6,0.000160,5.417,3.31146,2.10554
7,0.000160,5.41858,3.309,2.10958
8,0.000160,5.41722,3.31135,2.10587
9,0.000160,5.41855,3.31053,2.10802
10,0.000160,5.41304,3.30948,2.10357
11,0.000160,5.41434,3.31054,2.1038
12,0.000160,5.39728,3.29645,2.10083
13,0.000160,5.40015,3.29642,2.10373
14,0.000160,5.39712,3.29827,2.09885
15,0.000160,5.39968,3.29631,2.10338
16,0.000160,5.38532,3.29047,2.09485
17,0.000160,5.39628,3.29311,2.10317
18,0.000160,5.39764,3.29766,2.09997
19,0.000160,5.43895,3.32033,2.11862
20,0.000160,5.42699,3.32253,2.10446
21,0.000160,5.42708,3.321,2.10608
22,0.000160,5.42573,3.32249,2.10324
23,0.000160,5.43597,3.32744,2.10853
24,0.000160,5.42579,3.32475,2.10104
25,0.000160,5.42871,3.32234,2.10637
26,0.000160,5.43229,3.32634,2.10594
27,0.000160,5.42832,3.32254,2.10578
28,0.000160,5.42529,3.3232,2.10209
29,0.000160,5.43382,3.32777,2.10605
