num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,1.17469,0.423017,0.751675
1,9.616546,1.40096,0.887798,0.513166
2,9.616546,1.39629,0.88803,0.508261
3,9.616546,1.39674,0.886501,0.510239
4,9.616546,1.40019,0.887557,0.512637
5,9.616546,1.40087,0.888152,0.512718
6,9.616546,1.39972,0.888106,0.511612
7,9.616546,1.39885,0.887634,0.511212
8,9.616546,1.39834,0.886425,0.511911
9,9.616546,1.39348,0.88613,0.507352
10,9.616546,1.40051,0.888227,0.512278
11,9.616546,1.40008,0.887698,0.512385
12,9.616546,1.40062,0.888088,0.512536
13,9.616546,1.40364,0.891266,0.512371
14,9.616546,1.39876,0.886725,0.512035
15,9.616546,1.39737,0.887553,0.509818
16,9.616546,1.39865,0.88679,0.51186
17,9.616546,1.40124,0.888231,0.513004
18,9.616546,1.39934,0.888209,0.511133
19,9.616546,1.39823,0.886328,0.511901
20,9.616546,1.3988,0.886709,0.512095
21,9.616546,1.40001,0.886795,0.513215
22,9.616546,1.39962,0.887715,0.5119
23,9.616546,1.39817,0.888043,0.510127
24,9.616546,1.39943,0.887058,0.512374
25,9.616546,1.40191,0.888776,0.513135
26,9.616546,1.39678,0.887109,0.509673
27,9.616546,1.39983,0.886903,0.512924
28,9.616546,1.40028,0.888115,0.512168
29,9.616546,1.39656,0.888054,0.508506
