num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,4.52107,0.029523,4.49155
1,5,2.50877,0.07406,2.43471
2,5,2.50835,0.073701,2.43465
3,5,2.50927,0.073704,2.43556
4,5,2.51081,0.073722,2.43708
5,5,2.50914,0.073933,2.4352
6,5,2.50904,0.073966,2.43507
7,5,2.50948,0.074643,2.43484
8,5,2.50913,0.07405,2.43508
9,5,2.51093,0.074001,2.43693
10,5,2.50838,0.073992,2.43439
11,5,2.50985,0.07375,2.4361
12,5,2.51042,0.074063,2.43635
13,5,2.50864,0.074283,2.43436
14,5,2.50885,0.074132,2.43472
15,5,2.51122,0.074275,2.43694
16,5,2.50991,0.073976,2.43594
17,5,2.51113,0.073932,2.4372
18,5,2.50982,0.074113,2.43571
19,5,2.50991,0.07417,2.43574
20,5,2.50983,0.074394,2.43544
21,5,2.5169,0.073829,2.44307
22,5,2.51465,0.074359,2.44029
23,5,2.51605,0.074458,2.44159
24,5,2.51832,0.074109,2.44421
25,5,2.51547,0.073904,2.44156
26,5,2.51688,0.074031,2.44285
27,5,2.51519,0.074096,2.44109
28,5,2.51488,0.073852,2.44103
29,5,2.51829,0.074332,2.44396
