num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,5.04117,0.033926,5.00724
1,5,2.83983,0.084938,2.7549
2,5,2.83991,0.084975,2.75493
3,5,2.83969,0.084867,2.75483
4,5,2.83925,0.084773,2.75447
5,5,2.839,0.085014,2.75398
6,5,2.84089,0.08485,2.75604
7,5,2.83932,0.084727,2.75459
8,5,2.84017,0.085041,2.75513
9,5,2.84152,0.085038,2.75648
10,5,2.83998,0.084774,2.7552
11,5,2.83887,0.085023,2.75385
12,5,2.84077,0.084947,2.75582
13,5,2.84034,0.084846,2.75549
14,5,2.83892,0.084705,2.75421
15,5,2.84203,0.08486,2.75717
16,5,2.84501,0.08469,2.76032
17,5,2.84644,0.084753,2.76169
18,5,2.8473,0.084892,2.76241
19,5,2.84681,0.084904,2.76191
20,5,2.84574,0.084636,2.7611
21,5,2.84855,0.08483,2.76372
22,5,2.84695,0.084742,2.76221
23,5,2.8466,0.084967,2.76164
24,5,2.84728,0.084801,2.76248
25,5,2.84741,0.084649,2.76277
26,5,2.84603,0.084955,2.76107
27,5,2.84677,0.084757,2.76202
28,5,2.84784,0.0848,2.76304
29,5,2.84877,0.084923,2.76385
