num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,1.31451,0.028032,1.28648
1,5,0.725472,0.068892,0.65658
2,5,0.631216,0.068779,0.562437
3,5,0.74317,0.068591,0.674579
4,5,0.72104,0.068812,0.652228
5,5,0.766598,0.068885,0.697713
6,5,0.706615,0.068881,0.637734
7,5,0.750144,0.068753,0.681391
8,5,0.719332,0.068859,0.650473
9,5,0.744096,0.068508,0.675588
10,5,0.768895,0.068626,0.700269
11,5,0.654933,0.068783,0.58615
12,5,0.756884,0.06866,0.688224
13,5,0.778208,0.068581,0.709627
14,5,0.655734,0.068684,0.58705
15,5,0.677521,0.068684,0.608837
16,5,0.700089,0.068695,0.631394
17,5,0.750765,0.068529,0.682236
18,5,0.695262,0.068446,0.626816
19,5,0.767507,0.06847,0.699037
20,5,0.690855,0.068411,0.622444
21,5,0.744219,0.068429,0.67579
22,5,0.753838,0.068483,0.685355
23,5,0.763502,0.068499,0.695003
24,5,0.747208,0.068455,0.678753
25,5,0.772113,0.068758,0.703355
26,5,0.736435,0.068609,0.667826
27,5,0.757418,0.068772,0.688646
28,5,0.802693,0.068423,0.73427
29,5,0.74043,0.068617,0.671813
