num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,1.68011,0.036378,1.64373
1,5,0.974869,0.090502,0.884367
2,5,0.993377,0.090078,0.903299
3,5,0.831069,0.090071,0.740998
4,5,0.825684,0.090087,0.735597
5,5,0.915119,0.09021,0.824909
6,5,0.977679,0.089977,0.887702
7,5,0.968161,0.090083,0.878078
8,5,0.925101,0.090187,0.834914
9,5,0.947801,0.090269,0.857532
10,5,0.983973,0.090227,0.893746
11,5,0.960826,0.08983,0.870996
12,5,0.896374,0.090037,0.806337
13,5,0.957056,0.09021,0.866846
14,5,0.950467,0.090233,0.860234
15,5,0.973749,0.090128,0.883621
16,5,0.999073,0.089961,0.909112
17,5,0.88565,0.090114,0.795536
18,5,1.01848,0.090309,0.92817
19,5,0.882636,0.090048,0.792588
20,5,0.922888,0.089806,0.833082
21,5,0.917037,0.089984,0.827053
22,5,0.942563,0.089995,0.852568
23,5,0.955859,0.089921,0.865938
24,5,1.00881,0.090045,0.918762
25,5,1.01087,0.089863,0.921004
26,5,0.963888,0.08986,0.874028
27,5,0.973916,0.090003,0.883913
28,5,0.915577,0.089798,0.825779
29,5,0.964994,0.089857,0.875137
