num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000400,0.813732,0.663194,0.150538
1,0.000400,0.67872,0.534753,0.143967
2,0.000400,0.677971,0.534462,0.143509
3,0.000400,0.67886,0.533904,0.144956
4,0.000400,0.678125,0.534276,0.143849
5,0.000400,0.677509,0.533661,0.143848
6,0.000400,0.676892,0.533456,0.143436
7,0.000400,0.679056,0.534319,0.144737
8,0.000400,0.677571,0.533553,0.144018
9,0.000400,0.678553,0.534372,0.144181
10,0.000400,0.677769,0.533711,0.144058
11,0.000400,0.676755,0.533093,0.143662
12,0.000400,0.678884,0.534427,0.144457
13,0.000400,0.677193,0.533559,0.143634
14,0.000400,0.679131,0.534533,0.144598
15,0.000400,0.677975,0.533579,0.144396
16,0.000400,0.675719,0.533236,0.142483
17,0.000400,0.677328,0.533859,0.143469
18,0.000400,0.676289,0.533535,0.142754
19,0.000400,0.677369,0.534489,0.14288
20,0.000400,0.677033,0.533673,0.14336
21,0.000400,0.676335,0.533088,0.143247
22,0.000400,0.677103,0.534093,0.14301
23,0.000400,0.67666,0.53347,0.14319
24,0.000400,0.678145,0.534625,0.14352
25,0.000400,0.677212,0.533743,0.143469
26,0.000400,0.677255,0.5331,0.144155
27,0.000400,0.67829,0.534083,0.144207
28,0.000400,0.676893,0.533045,0.143848
29,0.000400,0.677416,0.534057,0.143359
