num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934799,2.41753,1.78629,0.63124
1,-4.934800,3.30897,2.8724,0.436575
2,-4.934800,3.3005,2.86626,0.434239
3,-4.934800,3.29893,2.86572,0.433206
4,-4.934800,3.30834,2.87402,0.434321
5,-4.934799,3.30846,2.86939,0.439067
6,-4.934800,3.31547,2.87644,0.439025
7,-4.934800,3.30591,2.87552,0.430392
8,-4.934799,3.30854,2.87394,0.434603
9,-4.934800,3.30568,2.8753,0.430375
10,-4.934800,3.30421,2.86773,0.436476
11,-4.934800,3.31236,2.87767,0.43469
12,-4.934800,3.30113,2.86895,0.432184
13,-4.934800,3.33165,2.86953,0.462124
14,-4.934800,3.30523,2.87166,0.433571
15,-4.934800,3.31271,2.86835,0.44436
16,-4.934800,3.30821,2.87361,0.434595
17,-4.934800,3.30016,2.86689,0.433271
18,-4.934800,3.31031,2.87508,0.435227
19,-4.934800,3.30984,2.87615,0.433688
20,-4.934799,3.30137,2.86576,0.435601
21,-4.934800,3.31092,2.87335,0.437571
22,-4.934799,3.30625,2.87235,0.433906
23,-4.934800,3.30985,2.87396,0.43589
24,-4.934801,3.30289,2.86487,0.438022
25,-4.934800,3.29641,2.86387,0.432539
26,-4.934800,3.30993,2.8748,0.435134
27,-4.934800,3.30693,2.86647,0.440457
28,-4.934799,3.31323,2.86968,0.443548
29,-4.934799,3.30347,2.87209,0.431381
