num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,2.35839,0.034085,2.3243
1,5,1.05015,0.085451,0.964699
2,5,1.04937,0.084995,0.964379
3,5,1.05047,0.087506,0.962964
4,5,1.0458,0.086236,0.959566
5,5,1.05194,0.085275,0.96667
6,5,1.03118,0.085133,0.94605
7,5,1.05494,0.085134,0.969805
8,5,1.05674,0.08547,0.97127
9,5,1.04883,0.08483,0.964003
10,5,1.05505,0.085073,0.969974
11,5,1.04801,0.085056,0.962949
12,5,1.05114,0.085874,0.965265
13,5,1.04988,0.087414,0.962462
14,5,1.0529,0.087251,0.965651
15,5,1.04591,0.084972,0.960942
16,5,1.05271,0.084472,0.968235
17,5,1.05045,0.084358,0.966093
18,5,1.04842,0.085058,0.963358
19,5,1.04838,0.084887,0.963488
20,5,1.05263,0.084974,0.967656
21,5,1.04835,0.084838,0.963515
22,5,1.05264,0.085226,0.967415
23,5,1.05167,0.085062,0.966606
24,5,1.03174,0.085667,0.946073
25,5,1.05474,0.085354,0.969389
26,5,1.05212,0.085283,0.966833
27,5,1.05149,0.085149,0.966343
28,5,1.05022,0.085183,0.965035
29,5,1.05216,0.085087,0.96707
