num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,5.33414,0.014418,5.31972
1,5,3.92048,0.04589,3.87459
2,5,3.92115,0.046227,3.87493
3,5,3.92069,0.046408,3.87429
4,5,3.92134,0.046219,3.87512
5,5,3.92102,0.046005,3.87502
6,5,3.92134,0.046189,3.87515
7,5,3.92156,0.04632,3.87524
8,5,3.92186,0.046593,3.87527
9,5,3.92121,0.046311,3.8749
10,5,3.92152,0.04624,3.87528
11,5,3.92121,0.046311,3.8749
12,5,3.92114,0.045887,3.87525
13,5,3.92187,0.046421,3.87545
14,5,3.92146,0.046526,3.87493
15,5,3.92106,0.045987,3.87507
16,5,3.92079,0.046153,3.87464
17,5,3.92135,0.046337,3.87501
18,5,3.92122,0.04639,3.87483
19,5,3.92123,0.046307,3.87492
20,5,3.9216,0.046598,3.87501
21,5,3.92087,0.045999,3.87487
22,5,3.92166,0.046382,3.87528
23,5,3.92127,0.046341,3.87493
24,5,3.92169,0.046359,3.87533
25,5,3.9212,0.046464,3.87474
26,5,3.92177,0.046426,3.87534
27,5,3.92121,0.046281,3.87492
28,5,3.92131,0.046185,3.87512
29,5,3.92102,0.046238,3.87478
