num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,1.16184,0.31446,0.847381
1,9.616546,1.19417,0.728528,0.465638
2,9.616546,1.18409,0.72148,0.462611
3,9.616546,1.19692,0.730895,0.466024
4,9.616546,1.17813,0.715968,0.462164
5,9.616546,1.1943,0.73005,0.464249
6,9.616546,1.17939,0.716401,0.462993
7,9.616546,1.18893,0.721935,0.46699
8,9.616546,1.17665,0.715049,0.461604
9,9.616546,1.19355,0.727711,0.465843
10,9.616546,1.17692,0.71529,0.461631
11,9.616546,1.18728,0.716019,0.471261
12,9.616546,1.17866,0.716045,0.462616
13,9.616546,1.1949,0.728145,0.466752
14,9.616546,1.17907,0.717007,0.462064
15,9.616546,1.18112,0.715537,0.465586
16,9.616546,1.18458,0.722223,0.462354
17,9.616546,1.17997,0.71497,0.465002
18,9.616546,1.19114,0.729197,0.461943
19,9.616546,1.18135,0.715589,0.465759
20,9.616546,1.18369,0.722098,0.461594
21,9.616546,1.18117,0.715499,0.46567
22,9.616546,1.17648,0.714546,0.461935
23,9.616546,1.18302,0.717078,0.465941
24,9.616546,1.17629,0.714696,0.46159
25,9.616546,1.18803,0.722186,0.465839
26,9.616546,1.17808,0.715478,0.462605
27,9.616546,1.19447,0.728658,0.465812
28,9.616546,1.18061,0.717503,0.46311
29,9.616546,1.18822,0.721705,0.466516
