num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,0.946633,0.479857,0.466776
1,-4.934800,0.943927,0.660084,0.283843
2,-4.934800,0.942633,0.662172,0.280461
3,-4.934801,0.945041,0.661339,0.283702
4,-4.934800,0.942679,0.661303,0.281376
5,-4.934801,0.945305,0.661978,0.283327
6,-4.934801,0.94176,0.660451,0.281309
7,-4.934800,0.943015,0.661027,0.281988
8,-4.934800,0.943371,0.662578,0.280793
9,-4.934800,0.942789,0.660181,0.282608
10,-4.934800,0.94215,0.661079,0.281071
11,-4.934801,0.944319,0.662282,0.282037
12,-4.934800,0.943793,0.661958,0.281835
13,-4.934801,0.942706,0.660029,0.282677
14,-4.934800,0.942669,0.661539,0.28113
15,-4.934801,0.944334,0.661024,0.28331
16,-4.934801,0.943719,0.662106,0.281613
17,-4.934801,0.944865,0.66212,0.282745
18,-4.934801,0.944429,0.662853,0.281576
19,-4.934801,0.943784,0.660771,0.283013
20,-4.934801,0.9415,0.660401,0.281099
21,-4.934800,0.946781,0.663126,0.283655
22,-4.934800,0.94403,0.662612,0.281418
23,-4.934800,0.943916,0.661246,0.28267
24,-4.934800,0.943642,0.662401,0.281241
25,-4.934800,0.945773,0.662345,0.283428
26,-4.934801,0.943055,0.661678,0.281377
27,-4.934801,0.944262,0.661373,0.282889
28,-4.934800,0.942471,0.661203,0.281268
29,-4.934801,0.944816,0.66123,0.283586
