num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,nan,5.49546,3.6e-05,5.49543
1,nan,4.66191,6.6e-05,4.66184
2,nan,4.66174,6.2e-05,4.66168
3,nan,4.66193,6.2e-05,4.66187
4,-23824834.000000,4.6626,0.00077,4.66183
5,nan,4.66265,6.5e-05,4.66258
6,24161922.000000,4.66216,7.6e-05,4.66209
7,nan,4.6616,6.3e-05,4.66153
8,nan,4.66276,0.000788,4.66197
9,nan,4.66192,6.7e-05,4.66185
10,nan,4.66212,6.5e-05,4.66206
11,nan,4.66213,6.5e-05,4.66207
12,nan,4.66271,0.000752,4.66195
13,nan,4.66256,6.6e-05,4.66249
14,nan,4.66089,6.4e-05,4.66083
15,nan,4.66197,6.3e-05,4.66191
16,nan,4.66287,0.000743,4.66212
17,nan,4.662,6.4e-05,4.66194
18,nan,4.66148,6.4e-05,4.66141
19,nan,4.66198,6.8e-05,4.66191
20,194832592.000000,4.66243,0.000755,4.66168
21,nan,4.66242,6.5e-05,4.66235
22,-1364485.000000,4.66238,6.3e-05,4.66231
23,nan,4.66187,6.6e-05,4.6618
24,nan,4.66299,0.000748,4.66224
25,nan,4.66176,6.6e-05,4.66169
26,nan,4.66229,6.6e-05,4.66223
27,nan,4.66209,6.4e-05,4.66203
28,nan,4.66339,0.001553,4.66184
29,nan,4.66221,6.4e-05,4.66215
