num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,2.5423,0.681148,1.86115
1,9.616546,2.612,1.58841,1.0236
2,9.616546,2.57727,1.56207,1.0152
3,9.616546,2.61113,1.58835,1.02278
4,9.616546,2.57758,1.56204,1.01554
5,9.616546,2.58273,1.55942,1.0233
6,9.616546,2.6041,1.58938,1.01472
7,9.616546,2.59079,1.56224,1.02855
8,9.616546,2.57452,1.55991,1.01462
9,9.616546,2.61131,1.58855,1.02275
10,9.616546,2.57634,1.56222,1.01412
11,9.616546,2.60086,1.57782,1.02304
12,9.616546,2.59446,1.57097,1.0235
13,9.616546,2.58161,1.56122,1.02039
14,9.616546,2.60397,1.58873,1.01524
15,9.616546,2.585,1.56219,1.02282
16,9.616546,2.57419,1.55957,1.01462
17,9.616546,2.60749,1.58494,1.02255
18,9.616546,2.57585,1.56044,1.01541
19,9.616546,2.58359,1.56063,1.02296
20,9.616546,2.57811,1.56134,1.01677
21,9.616546,2.6056,1.58313,1.02246
22,9.616546,2.57765,1.56364,1.01401
23,9.616546,2.60938,1.58613,1.02325
24,9.616546,2.57625,1.56115,1.0151
25,9.616546,2.58392,1.56136,1.02256
26,9.616546,2.57566,1.55976,1.01589
27,9.616546,2.60977,1.58614,1.02363
28,9.616546,2.57642,1.56235,1.01407
29,9.616546,2.61072,1.58744,1.02329
