num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934801,1.4691,0.747768,0.721329
1,-4.934801,1.46743,1.02862,0.438809
2,-4.934801,1.46504,1.02786,0.437183
3,-4.934801,1.47039,1.03135,0.439037
4,-4.934801,1.46521,1.02722,0.43799
5,-4.934801,1.47029,1.03046,0.439825
6,-4.934801,1.46552,1.02757,0.437947
7,-4.934801,1.46934,1.02939,0.439948
8,-4.934801,1.47068,1.03259,0.438092
9,-4.934801,1.4692,1.02915,0.440045
10,-4.934801,1.46734,1.02927,0.438075
11,-4.934801,1.46886,1.02962,0.439239
12,-4.934801,1.46813,1.03101,0.437119
13,-4.934801,1.46891,1.02921,0.439701
14,-4.934801,1.46834,1.03012,0.438216
15,-4.934801,1.46915,1.03005,0.439092
16,-4.934801,1.46664,1.03012,0.436518
17,-4.934801,1.46853,1.02985,0.438675
18,-4.934801,1.46791,1.0308,0.437104
19,-4.934801,1.47113,1.03136,0.439774
20,-4.934801,1.46708,1.03038,0.436697
21,-4.934800,1.46894,1.02915,0.439782
22,-4.934800,1.46717,1.02966,0.437512
23,-4.934801,1.46895,1.02889,0.440065
24,-4.934801,1.46772,1.03004,0.437671
25,-4.934801,1.47064,1.03057,0.440065
26,-4.934801,1.46591,1.02841,0.437507
27,-4.934801,1.46974,1.02987,0.439866
28,-4.934801,1.46575,1.02869,0.437057
29,-4.934801,1.46821,1.02974,0.438473
