num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000000,0.878466,0.704195,0.174271
1,0.000000,0.967192,0.796465,0.170727
2,0.000000,0.962111,0.796808,0.165303
3,0.000000,0.970632,0.798429,0.172203
4,0.000000,0.973209,0.80281,0.170399
5,0.000000,0.978322,0.803357,0.174965
6,0.000000,0.975358,0.801884,0.173474
7,0.000000,0.977244,0.803003,0.174241
8,0.000000,0.975294,0.802074,0.17322
9,0.000000,0.97821,0.802107,0.176103
10,0.000000,0.974347,0.803084,0.171263
11,0.000000,0.976755,0.802641,0.174114
12,0.000000,0.974826,0.803074,0.171752
13,0.000000,0.979289,0.804262,0.175027
14,0.000000,0.972876,0.801945,0.170931
15,0.000000,0.978036,0.801911,0.176125
16,0.000000,0.976503,0.804186,0.172317
17,0.000000,0.977788,0.801591,0.176197
18,0.000000,0.974125,0.801914,0.172211
19,0.000000,0.977966,0.803446,0.17452
20,0.000000,0.97273,0.802491,0.170239
21,0.000000,0.977784,0.803067,0.174717
22,0.000000,0.971822,0.801666,0.170156
23,0.000000,0.976658,0.801936,0.174722
24,0.000000,0.974752,0.802987,0.171765
25,0.000000,0.977989,0.803608,0.174381
26,0.000000,0.973275,0.801015,0.17226
27,0.000000,0.977259,0.801129,0.17613
28,0.000000,0.976349,0.80411,0.172239
29,0.000000,0.980441,0.803773,0.176668
