num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000267,2.15952,1.48387,0.675653
1,0.000267,1.76689,1.19621,0.570678
2,0.000267,1.76763,1.19689,0.570735
3,0.000267,1.76713,1.19661,0.570518
4,0.000267,1.76709,1.1969,0.570192
5,0.000267,1.76903,1.19663,0.572409
6,0.000267,1.76742,1.19665,0.57077
7,0.000267,1.76799,1.19647,0.571518
8,0.000267,1.76468,1.19572,0.568963
9,0.000267,1.76797,1.19669,0.571275
10,0.000267,1.76635,1.19631,0.570044
11,0.000267,1.76712,1.19654,0.570582
12,0.000267,1.76581,1.19654,0.569261
13,0.000267,1.7687,1.19707,0.571624
14,0.000267,1.76665,1.19712,0.569535
15,0.000267,1.7654,1.19594,0.569457
16,0.000267,1.76592,1.19633,0.569589
17,0.000267,1.76656,1.19636,0.5702
18,0.000267,1.76632,1.1967,0.569616
19,0.000267,1.76647,1.19613,0.570333
20,0.000267,1.76661,1.19632,0.570293
21,0.000267,1.76655,1.19651,0.57004
22,0.000267,1.76721,1.19611,0.571102
23,0.000267,1.76631,1.19659,0.569722
24,0.000267,1.76487,1.1959,0.568972
25,0.000267,1.7625,1.19106,0.571437
26,0.000267,1.76089,1.19147,0.56942
27,0.000267,1.76353,1.1916,0.571933
28,0.000267,1.76104,1.19173,0.569306
29,0.000267,1.76298,1.19131,0.57167
