num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-0.000712,5.32355,9.9e-05,5.32345
1,-0.000712,3.47828,8.8e-05,3.47819
2,-0.000712,3.47791,8.8e-05,3.47782
3,-0.000712,3.47802,8.8e-05,3.47793
4,-0.000712,3.47835,0.000675,3.47767
5,-0.000712,3.47804,7.6e-05,3.47797
6,-0.000712,3.4779,7.7e-05,3.47782
7,-0.000712,3.47771,7.5e-05,3.47764
8,-0.000712,3.47829,0.000694,3.4776
9,-0.000712,3.47781,7.9e-05,3.47773
10,-0.000712,3.47667,7.7e-05,3.47659
11,-0.000712,3.47759,7.6e-05,3.47751
12,-0.000712,3.47821,0.000686,3.47752
13,-0.000712,3.47749,7.5e-05,3.47742
14,-0.000712,3.47795,7.6e-05,3.47787
15,-0.000712,3.47751,7.6e-05,3.47743
16,-0.000712,3.47804,0.000672,3.47737
17,-0.000712,3.47674,7.5e-05,3.47667
18,-0.000712,3.47744,7.8e-05,3.47737
19,-0.000712,3.47755,7.7e-05,3.47747
20,-0.000712,3.47818,0.000676,3.47751
21,-0.000712,3.47774,7.6e-05,3.47766
22,-0.000712,3.47765,7.6e-05,3.47757
23,-0.000712,3.4775,7.6e-05,3.47743
24,-0.000712,3.47822,0.000695,3.47753
25,-0.000712,3.47757,7.7e-05,3.4775
26,-0.000712,3.47685,7.9e-05,3.47677
27,-0.000712,3.47774,7.7e-05,3.47766
28,-0.000712,3.47823,0.000681,3.47755
29,-0.000712,3.4776,7.6e-05,3.47752
