num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,3.67863,1.7896,1.88903
1,-4.934800,4.13405,2.87589,1.25815
2,-4.934800,4.12907,2.87479,1.25429
3,-4.934800,4.1334,2.86884,1.26456
4,-4.934801,4.13191,2.86941,1.2625
5,-4.934800,4.12814,2.86921,1.25893
6,-4.934800,4.13506,2.874,1.26106
7,-4.934800,4.13962,2.8729,1.26672
8,-4.934800,4.13448,2.87318,1.2613
9,-4.934800,4.17729,2.86983,1.30746
10,-4.934800,4.14057,2.87572,1.26485
11,-4.934800,4.13375,2.87271,1.26104
12,-4.934800,4.13057,2.87332,1.25726
13,-4.934800,4.13599,2.87218,1.26381
14,-4.934800,4.14007,2.87218,1.26789
15,-4.934800,4.14655,2.87425,1.27231
16,-4.934800,4.15264,2.8762,1.27644
17,-4.934800,4.14777,2.87748,1.27029
18,-4.934800,4.14155,2.87301,1.26854
19,-4.934800,4.14601,2.86929,1.27672
20,-4.934801,4.13635,2.87463,1.26172
21,-4.934800,4.17943,2.87056,1.30886
22,-4.934801,4.13692,2.88006,1.25686
23,-4.934800,4.13692,2.878,1.25892
24,-4.934800,4.13575,2.87607,1.25969
25,-4.934800,4.13434,2.87234,1.262
26,-4.934800,4.13866,2.87285,1.2658
27,-4.934800,4.13362,2.8731,1.26052
28,-4.934800,4.12751,2.86862,1.25889
29,-4.934800,4.1323,2.87006,1.26224
