num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-0.000218,9.58721,0.000116,9.58709
1,-0.000218,5.35795,9.8e-05,5.35785
2,-0.000218,5.35757,0.000118,5.35745
3,-0.000218,5.35792,9.7e-05,5.35782
4,-0.000218,5.35885,0.001004,5.35784
5,-0.000218,5.35806,9.4e-05,5.35796
6,-0.000218,5.35825,9.6e-05,5.35816
7,-0.000218,5.35789,9.7e-05,5.35779
8,-0.000218,5.359,0.001013,5.35798
9,-0.000218,5.35814,9.7e-05,5.35804
10,-0.000218,5.35787,9.6e-05,5.35777
11,-0.000218,5.35696,9.5e-05,5.35686
12,-0.000218,5.35945,0.000999,5.35845
13,-0.000218,5.35844,9.7e-05,5.35835
14,-0.000218,5.35734,0.000107,5.35723
15,-0.000218,5.35778,9.7e-05,5.35769
16,-0.000218,5.35925,0.001,5.35825
17,-0.000218,5.35861,9.5e-05,5.35852
18,-0.000218,5.35837,9.7e-05,5.35827
19,-0.000218,5.35714,9.7e-05,5.35704
20,-0.000218,5.36035,0.001007,5.35934
21,-0.000218,5.35845,0.000141,5.3583
22,-0.000218,5.35724,9.5e-05,5.35715
23,-0.000218,5.35805,9.5e-05,5.35796
24,-0.000218,5.36038,0.00101,5.35937
25,-0.000218,5.35838,9.5e-05,5.35829
26,-0.000218,5.3576,9.6e-05,5.3575
27,-0.000218,5.35845,9.6e-05,5.35836
28,-0.000218,5.35947,0.001,5.35847
29,-0.000218,5.35799,9.6e-05,5.35789
