num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,5.8277,0.037819,5.78988
1,5,3.21056,0.095582,3.11498
2,5,3.21189,0.095404,3.11648
3,5,3.2107,0.09562,3.11508
4,5,3.21069,0.095292,3.11539
5,5,3.21216,0.094993,3.11717
6,5,3.21138,0.095233,3.11615
7,5,3.21324,0.09515,3.11809
8,5,3.21071,0.095249,3.11546
9,5,3.21108,0.095422,3.11565
10,5,3.21179,0.095187,3.1166
11,5,3.21351,0.095422,3.11809
12,5,3.21249,0.095332,3.11715
13,5,3.21412,0.097016,3.11711
14,5,3.21105,0.095214,3.11583
15,5,3.21193,0.09511,3.11682
16,5,3.21877,0.09672,3.12205
17,5,3.22036,0.09662,3.12374
18,5,3.21936,0.096398,3.12296
19,5,3.22153,0.096545,3.12499
20,5,3.22072,0.0966,3.12412
21,5,3.22051,0.096801,3.12371
22,5,3.21952,0.096681,3.12284
23,5,3.22025,0.096942,3.12331
24,5,3.21998,0.096487,3.12349
25,5,3.21659,0.09516,3.12143
26,5,3.21742,0.095354,3.12207
27,5,3.21935,0.095226,3.12412
28,5,3.22029,0.095194,3.12509
29,5,3.21931,0.095274,3.12403
