num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,3.464,0.021132,3.44287
1,5,1.81143,0.052306,1.75913
2,5,1.81065,0.051876,1.75877
3,5,1.81245,0.052216,1.76024
4,5,1.81244,0.05221,1.76023
5,5,1.81201,0.051925,1.76008
6,5,1.81185,0.05229,1.75956
7,5,1.81184,0.051963,1.75987
8,5,1.81112,0.051989,1.75913
9,5,1.81188,0.052046,1.75984
10,5,1.81212,0.051879,1.76024
11,5,1.80945,0.051927,1.75752
12,5,1.80625,0.052045,1.7542
13,5,1.80677,0.051991,1.75478
14,5,1.80725,0.052832,1.75442
15,5,1.80661,0.052289,1.75432
16,5,1.80574,0.052235,1.7535
17,5,1.80708,0.052159,1.75492
18,5,1.80919,0.052413,1.75677
19,5,1.80787,0.052175,1.7557
20,5,1.80641,0.052194,1.75421
21,5,1.80652,0.051978,1.75454
22,5,1.80677,0.052041,1.75473
23,5,1.80604,0.052315,1.75372
24,5,1.80751,0.05205,1.75546
25,5,1.80574,0.051955,1.75379
26,5,1.80548,0.052047,1.75344
27,5,1.80685,0.052035,1.75482
28,5,1.80587,0.05233,1.75354
29,5,1.80701,0.052177,1.75483
