num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934801,5.33455,3.39626,1.9383
1,-4.934799,6.7039,5.45121,1.25268
2,-4.934799,6.7179,5.46051,1.25739
3,-4.934800,6.71463,5.47483,1.23979
4,-4.934800,6.75164,5.49237,1.25926
5,-4.934800,6.74231,5.47774,1.26457
6,-4.934800,6.70296,5.45922,1.24374
7,-4.934800,6.70465,5.45372,1.25093
8,-4.934800,6.70581,5.46433,1.24148
9,-4.934800,6.73177,5.49078,1.241
10,-4.934800,6.74397,5.49496,1.24901
11,-4.934800,6.74849,5.49308,1.25541
12,-4.934800,6.73214,5.48713,1.24501
13,-4.934800,6.76881,5.52943,1.23937
14,-4.934800,6.69038,5.45575,1.23463
15,-4.934800,6.69643,5.45851,1.23792
16,-4.934800,6.69334,5.45683,1.23651
17,-4.934801,6.70819,5.45983,1.24836
18,-4.934800,6.71955,5.47239,1.24716
19,-4.934800,6.7288,5.48738,1.24142
20,-4.934800,6.74404,5.48082,1.26322
21,-4.934800,6.70399,5.46871,1.23528
22,-4.934799,6.69972,5.4574,1.24232
23,-4.934800,6.83634,5.5844,1.25193
24,-4.934800,6.72542,5.48285,1.24257
25,-4.934800,6.81395,5.56521,1.24875
26,-4.934800,6.77786,5.50749,1.27037
27,-4.934800,6.73626,5.49325,1.24301
28,-4.934800,6.74124,5.49284,1.2484
29,-4.934800,6.7241,5.48208,1.24203
