num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,4.65895,0.038158,4.62079
1,5,2.09982,0.094032,2.00579
2,5,2.09376,0.093713,2.00005
3,5,2.08324,0.093846,1.9894
4,5,2.0857,0.093808,1.99189
5,5,2.10656,0.093955,2.01261
6,5,2.08198,0.094449,1.98753
7,5,2.10082,0.094154,2.00666
8,5,2.09361,0.094408,1.9992
9,5,2.09083,0.093834,1.99699
10,5,2.09898,0.094055,2.00493
11,5,2.09691,0.094332,2.00258
12,5,2.09234,0.093948,1.99839
13,5,2.10234,0.094082,2.00826
14,5,2.08769,0.093915,1.99378
15,5,2.10471,0.094334,2.01037
16,5,2.095,0.09425,2.00075
17,5,2.09121,0.094016,1.99719
18,5,2.10301,0.094681,2.00833
19,5,2.08101,0.094301,1.98671
20,5,2.09832,0.094139,2.00418
21,5,2.08679,0.094135,1.99265
22,5,2.10614,0.094129,2.01201
23,5,2.09689,0.094221,2.00267
24,5,2.10431,0.094039,2.01027
25,5,2.09707,0.093967,2.0031
26,5,2.10776,0.094367,2.01339
27,5,2.10982,0.094149,2.01568
28,5,2.09514,0.094208,2.00093
29,5,2.10169,0.094364,2.00733
