num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333333,0.865456,0.696398,0.169058
1,0.333333,0.727598,0.561557,0.166041
2,0.333333,0.72419,0.559499,0.164691
3,0.333333,0.724439,0.559821,0.164618
4,0.333333,0.72468,0.559953,0.164727
5,0.333333,0.724565,0.559845,0.16472
6,0.333333,0.724716,0.559874,0.164842
7,0.333333,0.724195,0.559557,0.164638
8,0.333333,0.724441,0.559616,0.164825
9,0.333333,0.728832,0.564182,0.16465
