num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,5.34973,3.39429,1.95544
1,-4.934800,6.71062,5.45465,1.25597
2,-4.934800,6.70934,5.45781,1.25154
3,-4.934801,6.69323,5.45835,1.23488
4,-4.934800,6.70279,5.46354,1.23926
5,-4.934800,6.74525,5.48387,1.26139
6,-4.934800,6.69361,5.45489,1.23872
7,-4.934800,6.7179,5.46739,1.2505
8,-4.934801,6.71637,5.46691,1.24947
9,-4.934800,6.6996,5.45769,1.2419
10,-4.934801,6.69745,5.45888,1.23857
11,-4.934800,6.71718,5.47168,1.2455
12,-4.934799,6.72696,5.48183,1.24513
13,-4.934800,6.71064,5.47017,1.24047
14,-4.934800,6.70485,5.45647,1.24838
15,-4.934800,6.71393,5.47171,1.24222
16,-4.934800,6.72903,5.47619,1.25284
17,-4.934800,6.71994,5.45723,1.26271
18,-4.934800,6.73004,5.47411,1.25593
19,-4.934799,6.71825,5.47227,1.24598
20,-4.934800,6.72596,5.48173,1.24423
21,-4.934800,6.73748,5.47472,1.26276
22,-4.934800,6.70336,5.46008,1.24329
23,-4.934800,6.73431,5.47291,1.2614
24,-4.934800,6.72062,5.47496,1.24566
25,-4.934801,6.71472,5.46723,1.24748
26,-4.934801,6.71639,5.46314,1.25325
27,-4.934800,6.71061,5.47457,1.23605
28,-4.934800,6.73643,5.4964,1.24003
29,-4.934801,6.71187,5.45775,1.25412
