num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,3.69188,1.78732,1.90457
1,-4.934801,4.14839,2.87878,1.26961
2,-4.934800,4.14383,2.87653,1.2673
3,-4.934800,4.14346,2.87527,1.26819
4,-4.934800,4.15146,2.87475,1.27671
5,-4.934800,4.14812,2.87914,1.26897
6,-4.934800,4.14623,2.87869,1.26754
7,-4.934800,4.15179,2.87837,1.27343
8,-4.934800,4.14424,2.87729,1.26694
9,-4.934800,4.14563,2.87694,1.26869
10,-4.934800,4.14926,2.87591,1.27335
11,-4.934800,4.14825,2.87795,1.2703
12,-4.934800,4.14741,2.8756,1.27181
13,-4.934800,4.14475,2.87709,1.26766
14,-4.934800,4.14357,2.87743,1.26614
15,-4.934800,4.14439,2.87578,1.26861
16,-4.934800,4.1423,2.87607,1.26623
17,-4.934800,4.1477,2.87786,1.26984
18,-4.934800,4.14743,2.87995,1.26749
19,-4.934800,4.15624,2.87532,1.28092
20,-4.934800,4.15741,2.87797,1.27945
21,-4.934800,4.15611,2.87757,1.27854
22,-4.934800,4.14266,2.87646,1.2662
23,-4.934800,4.14493,2.87648,1.26845
24,-4.934800,4.14487,2.87645,1.26843
25,-4.934800,4.14914,2.87957,1.26957
26,-4.934800,4.15582,2.87609,1.27973
27,-4.934800,4.15738,2.87635,1.28103
28,-4.934800,4.1541,2.87468,1.27942
29,-4.934800,4.15037,2.87673,1.27363
