num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,-4.934800,0.77835,0.575048,0.203302
1,-4.934800,1.07633,0.927821,0.148513
2,-4.934800,1.07504,0.927177,0.14786
3,-4.934800,1.08279,0.927772,0.155018
4,-4.934800,1.07124,0.925026,0.146212
5,-4.934799,1.07501,0.928446,0.146562
6,-4.934800,1.07407,0.926598,0.147468
7,-4.934800,1.07198,0.925961,0.146019
8,-4.934800,1.07471,0.928938,0.145771
9,-4.934800,1.07418,0.92862,0.145557
10,-4.934800,1.0731,0.925688,0.14741
11,-4.934800,1.07568,0.928784,0.1469
12,-4.934800,1.07177,0.926197,0.145575
13,-4.934800,1.07335,0.927587,0.145767
14,-4.934800,1.07347,0.927119,0.146349
15,-4.934800,1.07396,0.927001,0.146957
16,-4.934800,1.0721,0.926356,0.145746
17,-4.934799,1.07347,0.926028,0.147441
18,-4.934800,1.07172,0.925934,0.145784
19,-4.934800,1.07225,0.92604,0.146207
20,-4.934800,1.07458,0.928188,0.146387
21,-4.934800,1.07227,0.926473,0.145801
22,-4.934799,1.07319,0.92698,0.14621
23,-4.934801,1.07525,0.927893,0.147358
24,-4.934800,1.07419,0.929025,0.145164
25,-4.934800,1.12003,0.972991,0.147036
26,-4.934800,1.07313,0.926257,0.146869
27,-4.934800,1.07396,0.926392,0.147565
28,-4.934799,1.07316,0.927317,0.145842
29,-4.934800,1.07215,0.927008,0.14514
