num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,3.98872,0.027622,3.9611
1,5,2.15085,0.063699,2.08715
2,5,2.15229,0.063598,2.08869
3,5,2.15052,0.063551,2.08697
4,5,2.15056,0.063191,2.08737
5,5,2.14879,0.063093,2.08569
6,5,2.15169,0.063068,2.08862
7,5,2.1502,0.063293,2.0869
8,5,2.15054,0.063211,2.08733
9,5,2.15003,0.063395,2.08663
10,5,2.15205,0.063734,2.08832
11,5,2.15075,0.063261,2.08748
12,5,2.15172,0.063434,2.08829
13,5,2.15071,0.063196,2.08751
14,5,2.15069,0.063329,2.08736
15,5,2.15052,0.063304,2.08722
16,5,2.15372,0.063451,2.09026
17,5,2.15057,0.06326,2.08731
18,5,2.15046,0.063249,2.08721
19,5,2.15311,0.063725,2.08939
20,5,2.15157,0.063477,2.08809
21,5,2.15082,0.06327,2.08755
22,5,2.1505,0.063577,2.08693
23,5,2.15089,0.063684,2.08721
24,5,2.15099,0.063582,2.08741
25,5,2.15019,0.063667,2.08652
26,5,2.14943,0.063462,2.08597
27,5,2.14914,0.063231,2.08591
28,5,2.14902,0.063357,2.08566
29,5,2.15089,0.063535,2.08736
