num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,9.616546,2.47415,0.900768,1.57339
1,9.616546,2.89655,1.8293,1.06724
2,9.616546,2.89652,1.83011,1.06641
3,9.616546,2.88611,1.81933,1.06679
4,9.616546,2.89339,1.82932,1.06408
5,9.616546,2.88668,1.81949,1.06719
6,9.616546,2.88463,1.81936,1.06527
7,9.616546,2.89503,1.82867,1.06636
8,9.616546,2.88759,1.81934,1.06824
9,9.616546,2.88699,1.82085,1.06614
10,9.616546,2.89386,1.82799,1.06587
11,9.616546,2.88474,1.81852,1.06622
12,9.616546,2.89848,1.83469,1.06379
13,9.616546,2.89239,1.82519,1.0672
14,9.616546,2.89819,1.83052,1.06767
15,9.616546,2.89711,1.82933,1.06778
16,9.616546,2.88419,1.81872,1.06547
17,9.616546,2.89686,1.83213,1.06473
18,9.616546,2.8841,1.81908,1.06502
19,9.616546,2.90967,1.84407,1.0656
20,9.616546,2.90872,1.84475,1.06398
21,9.616546,2.91564,1.84836,1.06728
22,9.616546,2.90687,1.84297,1.0639
23,9.616546,2.91532,1.84914,1.06618
24,9.616546,2.9054,1.84103,1.06437
25,9.616546,2.91121,1.84467,1.06655
26,9.616546,2.90886,1.84504,1.06381
27,9.616546,2.91025,1.84474,1.06552
28,9.616546,2.90451,1.84053,1.06398
29,9.616546,2.911,1.84449,1.06651
