num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,nan,5.24721,8.9e-05,5.24712
1,nan,3.46159,8.9e-05,3.4615
2,nan,3.46113,8.9e-05,3.46104
3,-787876.187500,3.46072,8.9e-05,3.46063
4,nan,3.46179,0.000694,3.46109
5,nan,3.4611,7.7e-05,3.46102
6,nan,3.46061,8e-05,3.46053
7,nan,3.46078,7.9e-05,3.4607
8,nan,3.46123,0.000704,3.46052
9,nan,3.46057,7.9e-05,3.46049
10,nan,3.45987,8e-05,3.45979
11,nan,3.46083,7.7e-05,3.46075
12,nan,3.46121,0.000705,3.4605
13,nan,3.46103,7.6e-05,3.46095
14,nan,3.46104,8.5e-05,3.46096
15,nan,3.46094,7.7e-05,3.46086
16,nan,3.46173,0.000682,3.46105
17,nan,3.46258,9.6e-05,3.46248
18,nan,3.46273,9.8e-05,3.46263
19,nan,3.46072,7.7e-05,3.46064
20,nan,3.46128,0.000701,3.46058
21,nan,3.46051,8e-05,3.46043
22,nan,3.46067,7.8e-05,3.46059
23,107.070328,3.46186,0.000104,3.46176
24,nan,3.46126,0.000706,3.46055
25,nan,3.461,7.9e-05,3.46092
26,nan,3.46086,7.9e-05,3.46078
27,nan,3.46078,9.3e-05,3.46069
28,nan,3.46195,0.000682,3.46127
29,nan,3.46353,9.5e-05,3.46343
