num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,3.67196,0.030607,3.64135
1,5,1.62825,0.074143,1.55411
2,5,1.62881,0.074216,1.55459
3,5,1.62666,0.073942,1.55272
4,5,1.62062,0.073876,1.54675
5,5,1.62247,0.073676,1.54879
6,5,1.61879,0.073997,1.54479
7,5,1.62504,0.073882,1.55116
8,5,1.62982,0.074101,1.55571
9,5,1.6316,0.073894,1.55771
10,5,1.62714,0.073767,1.55337
11,5,1.62695,0.073738,1.55321
12,5,1.62229,0.073651,1.54863
13,5,1.63517,0.07376,1.56141
14,5,1.63014,0.07363,1.55651
15,5,1.64259,0.074258,1.56833
16,5,1.63179,0.07435,1.55744
17,5,1.63131,0.073891,1.55742
18,5,1.62724,0.073698,1.55354
19,5,1.64153,0.074272,1.56726
20,5,1.63188,0.074671,1.55721
21,5,1.63659,0.074435,1.56215
22,5,1.62586,0.074632,1.55123
23,5,1.6396,0.074475,1.56513
24,5,1.63067,0.07414,1.55653
25,5,1.63132,0.074034,1.55728
26,5,1.63368,0.07401,1.55967
27,5,1.62297,0.073872,1.5491
28,5,1.63361,0.074131,1.55948
29,5,1.63935,0.07398,1.56537
