num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,5,1.68328,0.02287,1.66041
1,5,0.661684,0.05277,0.608914
2,5,0.662444,0.052688,0.609756
3,5,0.662446,0.052526,0.60992
4,5,0.662258,0.052225,0.610033
5,5,0.661799,0.05236,0.609439
6,5,0.661103,0.052466,0.608637
7,5,0.664434,0.052515,0.611919
8,5,0.662151,0.053088,0.609063
9,5,0.657826,0.052483,0.605343
10,5,0.66329,0.052592,0.610698
11,5,0.662359,0.052828,0.609531
12,5,0.665965,0.052639,0.613326
13,5,0.666458,0.053174,0.613284
14,5,0.668622,0.053169,0.615453
15,5,0.667288,0.053246,0.614042
16,5,0.663709,0.053142,0.610567
17,5,0.667502,0.053083,0.614419
18,5,0.664935,0.053035,0.6119
19,5,0.667347,0.052921,0.614426
20,5,0.669523,0.053226,0.616297
21,5,0.661025,0.053222,0.607803
22,5,0.665741,0.053184,0.612557
23,5,0.664115,0.053063,0.611052
24,5,0.671267,0.052616,0.618651
25,5,0.665165,0.052624,0.612541
26,5,0.666184,0.052779,0.613405
27,5,0.670657,0.05262,0.618037
28,5,0.669666,0.052377,0.617289
29,5,0.664157,0.052478,0.611679
