num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000267,1.80329,1.48711,0.316177
1,0.000267,1.52104,1.20728,0.313766
2,0.000267,1.52134,1.20789,0.313446
3,0.000267,1.52323,1.20833,0.314897
4,0.000267,1.52059,1.20695,0.313636
5,0.000267,1.52045,1.20587,0.314577
6,0.000267,1.52317,1.20841,0.314763
7,0.000267,1.51814,1.20408,0.314051
8,0.000267,1.51985,1.20629,0.31356
9,0.000267,1.52611,1.20732,0.318795
10,0.000267,1.52165,1.20659,0.315059
11,0.000267,1.52135,1.20733,0.314015
12,0.000267,1.52136,1.20772,0.31364
13,0.000267,1.52151,1.20806,0.313449
14,0.000267,1.52206,1.20779,0.314267
15,0.000267,1.5214,1.2073,0.314103
16,0.000267,1.52208,1.20808,0.313997
17,0.000267,1.52165,1.20716,0.31449
18,0.000267,1.52161,1.20729,0.314315
19,0.000267,1.52152,1.20698,0.314537
20,0.000267,1.52146,1.20716,0.314294
21,0.000267,1.52184,1.20766,0.314184
22,0.000267,1.5208,1.20717,0.31363
23,0.000267,1.52015,1.20579,0.314352
24,0.000267,1.52065,1.20708,0.313567
25,0.000267,1.51955,1.20573,0.313818
26,0.000267,1.52169,1.20771,0.313974
27,0.000267,1.52046,1.207,0.313461
28,0.000267,1.52165,1.2069,0.314743
29,0.000267,1.52116,1.20741,0.313752
