num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.000160,5.24413,4.12863,1.1155
1,0.000160,4.43068,3.32727,1.1034
2,0.000160,4.42716,3.33378,1.09339
3,0.000160,4.43317,3.33437,1.09881
4,0.000160,4.42702,3.33418,1.09284
5,0.000160,4.42824,3.32775,1.10048
6,0.000160,4.42887,3.33245,1.09642
7,0.000160,4.42328,3.32651,1.09677
8,0.000160,4.43038,3.33269,1.0977
9,0.000160,4.43246,3.33399,1.09847
10,0.000160,4.42826,3.33427,1.09399
11,0.000160,4.43864,3.33365,1.10499
12,0.000160,4.42253,3.33066,1.09187
13,0.000160,4.43753,3.33418,1.10335
14,0.000160,4.42348,3.33387,1.08961
15,0.000160,4.43252,3.33313,1.09939
16,0.000160,4.42274,3.32613,1.09661
17,0.000160,4.42399,3.32379,1.10019
18,0.000160,4.42078,3.32452,1.09627
19,0.000160,4.42373,3.32441,1.09932
20,0.000160,4.41671,3.32044,1.09626
21,0.000160,4.4158,3.31661,1.09919
22,0.000160,4.409,3.31653,1.09247
23,0.000160,4.4181,3.31519,1.10291
24,0.000160,4.40735,3.31693,1.09042
25,0.000160,4.41397,3.31655,1.09743
26,0.000160,4.40728,3.31787,1.0894
27,0.000160,4.41234,3.31773,1.09461
28,0.000160,4.40739,3.31818,1.08921
29,0.000160,4.41706,3.31838,1.09868
