num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.188959,0.03778,0.151179
1,0.333089,0.318362,0.146144,0.172218
2,0.333089,0.410151,0.136965,0.273186
3,0.333089,0.278788,0.063257,0.215531
4,0.333089,0.342185,0.115012,0.227173
5,0.333089,0.341656,0.100047,0.241609
6,0.333089,0.29967,0.084868,0.214802
7,0.333089,0.312833,0.119229,0.193604
8,0.333089,0.336893,0.12041,0.216483
9,0.333089,0.294138,0.107239,0.186899
10,0.333089,0.319791,0.129623,0.190168
11,0.333089,0.292712,0.128473,0.164239
12,0.333089,0.325087,0.141984,0.183103
13,0.333089,0.309032,0.136729,0.172303
14,0.333089,0.348735,0.141514,0.207221
15,0.333089,0.317289,0.118959,0.19833
16,0.333089,0.291622,0.120381,0.171241
17,0.333089,0.361618,0.144621,0.216997
18,0.333089,0.326804,0.1037,0.223104
19,0.333089,0.295443,0.105866,0.189577
