num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.115774,0.032775,0.082999
1,0.333089,0.238903,0.155731,0.083172
2,0.333089,0.2416,0.153778,0.087822
3,0.333089,0.239542,0.154559,0.084983
4,0.333089,0.241656,0.151484,0.090172
5,0.333089,0.245727,0.154256,0.091471
6,0.333089,0.235057,0.149033,0.086024
7,0.333089,0.242676,0.153137,0.089539
8,0.333089,0.242315,0.153013,0.089302
9,0.333089,0.23826,0.151215,0.087045
10,0.333089,0.236605,0.152678,0.083927
11,0.333089,0.242887,0.155096,0.087791
12,0.333089,0.207466,0.147812,0.059654
13,0.333089,0.167993,0.05612,0.111873
14,0.333089,0.113636,0.035368,0.078268
15,0.333089,0.19191,0.069982,0.121928
16,0.333089,0.173329,0.082215,0.091114
17,0.333089,0.15032,0.044578,0.105742
18,0.333089,0.170035,0.061603,0.108432
19,0.333089,0.165584,0.050828,0.114756
