num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.158335,0.034264,0.124071
1,0.333089,0.289164,0.154546,0.134618
2,0.333089,0.293604,0.150462,0.143142
3,0.333089,0.286583,0.148778,0.137805
4,0.333089,0.299331,0.158883,0.140448
5,0.333089,0.285027,0.150458,0.134569
6,0.333089,0.276434,0.149391,0.127043
7,0.333089,0.280374,0.15098,0.129394
8,0.333089,0.29196,0.154863,0.137097
9,0.333089,0.294229,0.151255,0.142974
10,0.333089,0.279499,0.147426,0.132073
11,0.333089,0.296923,0.151651,0.145272
12,0.333089,0.29093,0.153934,0.136996
13,0.333089,0.290045,0.153327,0.136718
14,0.333089,0.283756,0.150904,0.132852
15,0.333089,0.296396,0.157489,0.138907
16,0.333089,0.294905,0.149786,0.145119
17,0.333089,0.291105,0.154397,0.136708
18,0.333089,0.290704,0.148553,0.142151
19,0.333089,0.290697,0.151527,0.13917
