num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333211,0.72782,0.127034,0.600786
1,0.333211,0.704061,0.113858,0.590203
2,0.333211,0.705026,0.113744,0.591282
3,0.333211,0.705581,0.113694,0.591887
4,0.333211,0.704134,0.113801,0.590333
5,0.333211,0.703746,0.114025,0.589721
6,0.333211,0.705776,0.11403,0.591746
7,0.333211,0.70593,0.113933,0.591997
8,0.333211,0.706933,0.114122,0.592811
9,0.333211,0.704768,0.113999,0.590769
10,0.333211,0.705542,0.113913,0.591629
11,0.333211,0.703487,0.114046,0.589441
12,0.333211,0.704218,0.113973,0.590245
13,0.333211,0.70747,0.113993,0.593477
14,0.333211,0.704294,0.11395,0.590344
15,0.333211,0.704863,0.114026,0.590837
16,0.333211,0.706478,0.114042,0.592436
17,0.333211,0.704692,0.113882,0.59081
18,0.333211,0.705297,0.11392,0.591377
19,0.333211,0.704661,0.113944,0.590717
