num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec
0,0.333089,0.127893,0.032829,0.095064
1,0.333089,0.122564,0.029281,0.093283
2,0.333089,0.122514,0.029326,0.093188
3,0.333089,0.122733,0.029267,0.093466
4,0.333089,0.122785,0.029288,0.093497
5,0.333089,0.122443,0.029286,0.093157
6,0.333089,0.122426,0.029393,0.093033
7,0.333089,0.123316,0.029329,0.093987
8,0.333089,0.122238,0.029239,0.092999
9,0.333089,0.122235,0.029355,0.09288
10,0.333089,0.122525,0.02928,0.093245
11,0.333089,0.122215,0.029276,0.092939
12,0.333089,0.122625,0.029316,0.093309
13,0.333089,0.122337,0.029263,0.093074
14,0.333089,0.122132,0.029291,0.092841
15,0.333089,0.122246,0.029249,0.092997
16,0.333089,0.122943,0.029347,0.093596
17,0.333089,0.1226,0.029287,0.093313
18,0.333089,0.122748,0.029328,0.09342
19,0.333089,0.122642,0.029315,0.093327
